Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2023,APR,STATE,6,6,TOTAL,208807000
2023,APR,STATE,16,6,TOTAL,86452000
2023,APR,STATE,17,6,TOTAL,5068000
2023,APR,STATE,19,6,TOTAL,31512000
2023,APR,STATE,27,6,TOTAL,69728000
2023,APR,STATE,34,6,TOTAL,4889000
2023,APR,STATE,35,6,TOTAL,79038000
2023,APR,STATE,36,6,TOTAL,66256000
2023,APR,STATE,39,6,TOTAL,20510000
2023,APR,STATE,,6,TOTAL,215206000
2023,APR,STATE,42,6,TOTAL,39420000
2023,APR,STATE,46,6,TOTAL,43253000
2023,APR,STATE,50,6,TOTAL,11279000
2023,APR,STATE,55,6,TOTAL,289699000
2023,FEB,STATE,6,6,TOTAL,201881000
2023,FEB,STATE,16,6,TOTAL,72363000
2023,FEB,STATE,17,6,TOTAL,4865000
2023,FEB,STATE,19,6,TOTAL,31219000
2023,FEB,STATE,27,6,TOTAL,65560000
2023,FEB,STATE,34,6,TOTAL,4390000
2023,FEB,STATE,35,6,TOTAL,74094000
2023,FEB,STATE,36,6,TOTAL,66098000
2023,FEB,STATE,39,6,TOTAL,19828000
2023,FEB,STATE,,6,TOTAL,196281000
2023,FEB,STATE,42,6,TOTAL,38358000
2023,FEB,STATE,46,6,TOTAL,42132000
2023,FEB,STATE,50,6,TOTAL,10819000
2023,FEB,STATE,55,6,TOTAL,272374000
2023,JAN,STATE,6,6,TOTAL,203976000
2023,JAN,STATE,16,6,TOTAL,89502000
2023,JAN,STATE,17,6,TOTAL,5505000
2023,JAN,STATE,19,6,TOTAL,32903000
2023,JAN,STATE,27,6,TOTAL,70870000
2023,JAN,STATE,34,6,TOTAL,5717000
2023,JAN,STATE,35,6,TOTAL,95543000
2023,JAN,STATE,36,6,TOTAL,71829000
2023,JAN,STATE,39,6,TOTAL,22913000
2023,JAN,STATE,,6,TOTAL,259418000
2023,JAN,STATE,42,6,TOTAL,38038000
2023,JAN,STATE,50,6,TOTAL,12741000
2023,JAN,STATE,55,6,TOTAL,296382000
2023,MAR,STATE,6,6,TOTAL,219163000
2023,MAR,STATE,16,6,TOTAL,91789000
2023,MAR,STATE,17,6,TOTAL,5165000
2023,MAR,STATE,19,6,TOTAL,34124000
2023,MAR,STATE,27,6,TOTAL,71875000
2023,MAR,STATE,34,6,TOTAL,5723000
2023,MAR,STATE,35,6,TOTAL,83065000
2023,MAR,STATE,36,6,TOTAL,75343000
2023,MAR,STATE,39,6,TOTAL,22037000
2023,MAR,STATE,,6,TOTAL,221694000
2023,MAR,STATE,42,6,TOTAL,42074000
2023,MAR,STATE,46,6,TOTAL,45897000
2023,MAR,STATE,50,6,TOTAL,11015000
2023,MAR,STATE,55,6,TOTAL,302954000
2022,APR,STATE,6,6,TOTAL,205382000
2022,APR,STATE,16,6,TOTAL,86418000
2022,APR,STATE,17,6,TOTAL,5913000
2022,APR,STATE,19,6,TOTAL,31635000
2022,APR,STATE,27,6,TOTAL,68704000
2022,APR,STATE,34,6,TOTAL,4407000
2022,APR,STATE,35,6,TOTAL,78891000
2022,APR,STATE,36,6,TOTAL,67255000
2022,APR,STATE,39,6,TOTAL,22686000
2022,APR,STATE,,6,TOTAL,209955000
2022,APR,STATE,42,6,TOTAL,38448000
2022,APR,STATE,46,6,TOTAL,45528000
2022,APR,STATE,50,6,TOTAL,12681000
2022,APR,STATE,55,6,TOTAL,295534000
2022,AUG,STATE,6,6,TOTAL,206755000
2022,AUG,STATE,16,6,TOTAL,73689000
2022,AUG,STATE,17,6,TOTAL,5316000
2022,AUG,STATE,19,6,TOTAL,32270000
2022,AUG,STATE,27,6,TOTAL,68053000
2022,AUG,STATE,34,6,TOTAL,5221000
2022,AUG,STATE,35,6,TOTAL,80707000
2022,AUG,STATE,36,6,TOTAL,68943000
2022,AUG,STATE,39,6,TOTAL,20366000
2022,AUG,STATE,,6,TOTAL,212889000
2022,AUG,STATE,42,6,TOTAL,35896000
2022,AUG,STATE,46,6,TOTAL,43058000
2022,AUG,STATE,50,6,TOTAL,12133000
2022,AUG,STATE,55,6,TOTAL,291968000
2022,DEC,STATE,6,6,TOTAL,208991000
2022,DEC,STATE,16,6,TOTAL,86478000
2022,DEC,STATE,17,6,TOTAL,5927000
2022,DEC,STATE,19,6,TOTAL,35363000
2022,DEC,STATE,27,6,TOTAL,70252000
2022,DEC,STATE,34,6,TOTAL,5967000
2022,DEC,STATE,35,6,TOTAL,83452000
2022,DEC,STATE,36,6,TOTAL,66828000
2022,DEC,STATE,39,6,TOTAL,23219000
2022,DEC,STATE,,6,TOTAL,216752000
2022,DEC,STATE,42,6,TOTAL,39896000
2022,DEC,STATE,46,6,TOTAL,44209000
2022,DEC,STATE,50,6,TOTAL,12909000
2022,DEC,STATE,55,6,TOTAL,298496000
2022,FEB,STATE,6,6,TOTAL,199386000
2022,FEB,STATE,16,6,TOTAL,73069000
2022,FEB,STATE,17,6,TOTAL,5864000
2022,FEB,STATE,19,6,TOTAL,30484000
2022,FEB,STATE,27,6,TOTAL,62930000
2022,FEB,STATE,34,6,TOTAL,4555000
2022,FEB,STATE,35,6,TOTAL,75934000
2022,FEB,STATE,36,6,TOTAL,62892000
2022,FEB,STATE,39,6,TOTAL,20307000
2022,FEB,STATE,,6,TOTAL,194327000
2022,FEB,STATE,42,6,TOTAL,35915000
2022,FEB,STATE,46,6,TOTAL,42257000
2022,FEB,STATE,50,6,TOTAL,11427000
2022,FEB,STATE,55,6,TOTAL,272400000
2022,JAN,STATE,6,6,TOTAL,191040000
2022,JAN,STATE,16,6,TOTAL,87483000
2022,JAN,STATE,17,6,TOTAL,6268000
2022,JAN,STATE,19,6,TOTAL,33242000
2022,JAN,STATE,27,6,TOTAL,67796000
2022,JAN,STATE,34,6,TOTAL,5109000
2022,JAN,STATE,35,6,TOTAL,84056000
2022,JAN,STATE,36,6,TOTAL,71222000
2022,JAN,STATE,39,6,TOTAL,22938000
2022,JAN,STATE,41,6,TOTAL,20120000
2022,JAN,STATE,,6,TOTAL,215862000
2022,JAN,STATE,42,6,TOTAL,37256000
2022,JAN,STATE,46,6,TOTAL,47154000
2022,JAN,STATE,50,6,TOTAL,12336000
2022,JAN,STATE,55,6,TOTAL,296516000
2022,JUL,STATE,6,6,TOTAL,210742000
2022,JUL,STATE,16,6,TOTAL,85926000
2022,JUL,STATE,17,6,TOTAL,5688000
2022,JUL,STATE,19,6,TOTAL,31510000
2022,JUL,STATE,27,6,TOTAL,67321000
2022,JUL,STATE,34,6,TOTAL,5259000
2022,JUL,STATE,35,6,TOTAL,79163000
2022,JUL,STATE,36,6,TOTAL,68145000
2022,JUL,STATE,39,6,TOTAL,19743000
2022,JUL,STATE,,6,TOTAL,218204000
2022,JUL,STATE,42,6,TOTAL,37541000
2022,JUL,STATE,46,6,TOTAL,43834000
2022,JUL,STATE,50,6,TOTAL,12185000
2022,JUL,STATE,55,6,TOTAL,284877000
2022,JUN,STATE,6,6,TOTAL,204646000
2022,JUN,STATE,16,6,TOTAL,84149000
2022,JUN,STATE,17,6,TOTAL,5900000
2022,JUN,STATE,19,6,TOTAL,32197000
2022,JUN,STATE,27,6,TOTAL,66771000
2022,JUN,STATE,34,6,TOTAL,4722000
2022,JUN,STATE,35,6,TOTAL,79427000
2022,JUN,STATE,36,6,TOTAL,67288000
2022,JUN,STATE,39,6,TOTAL,19831000
2022,JUN,STATE,,6,TOTAL,209762000
2022,JUN,STATE,42,6,TOTAL,38778000
2022,JUN,STATE,46,6,TOTAL,42916000
2022,JUN,STATE,50,6,TOTAL,12168000
2022,JUN,STATE,55,6,TOTAL,297244000
2022,MAR,STATE,6,6,TOTAL,214341000
2022,MAR,STATE,16,6,TOTAL,89304000
2022,MAR,STATE,17,6,TOTAL,5363000
2022,MAR,STATE,19,6,TOTAL,31502000
2022,MAR,STATE,27,6,TOTAL,69475000
2022,MAR,STATE,34,6,TOTAL,5951000
2022,MAR,STATE,35,6,TOTAL,83302000
2022,MAR,STATE,36,6,TOTAL,79793000
2022,MAR,STATE,39,6,TOTAL,23436000
2022,MAR,STATE,,6,TOTAL,216825000
2022,MAR,STATE,42,6,TOTAL,39774000
2022,MAR,STATE,46,6,TOTAL,48032000
2022,MAR,STATE,50,6,TOTAL,12728000
2022,MAR,STATE,55,6,TOTAL,311348000
2022,MAY,STATE,6,6,TOTAL,213552000
2022,MAY,STATE,16,6,TOTAL,76745000
2022,MAY,STATE,17,6,TOTAL,5970000
2022,MAY,STATE,19,6,TOTAL,33961000
2022,MAY,STATE,27,6,TOTAL,68978000
2022,MAY,STATE,34,6,TOTAL,4251000
2022,MAY,STATE,35,6,TOTAL,84173000
2022,MAY,STATE,36,6,TOTAL,78387000
2022,MAY,STATE,39,6,TOTAL,22493000
2022,MAY,STATE,,6,TOTAL,220933000
2022,MAY,STATE,42,6,TOTAL,39383000
2022,MAY,STATE,46,6,TOTAL,44823000
2022,MAY,STATE,50,6,TOTAL,12875000
2022,MAY,STATE,55,6,TOTAL,298174000
2022,NOV,STATE,6,6,TOTAL,206297000
2022,NOV,STATE,16,6,TOTAL,74507000
2022,NOV,STATE,17,6,TOTAL,6005000
2022,NOV,STATE,19,6,TOTAL,34025000
2022,NOV,STATE,27,6,TOTAL,67386000
2022,NOV,STATE,34,6,TOTAL,5426000
2022,NOV,STATE,35,6,TOTAL,80741000
2022,NOV,STATE,36,6,TOTAL,69806000
2022,NOV,STATE,39,6,TOTAL,21286000
2022,NOV,STATE,,6,TOTAL,214023000
2022,NOV,STATE,42,6,TOTAL,35348000
2022,NOV,STATE,46,6,TOTAL,42752000
2022,NOV,STATE,50,6,TOTAL,12568000
2022,NOV,STATE,55,6,TOTAL,285983000
2022,OCT,STATE,6,6,TOTAL,205948000
2022,OCT,STATE,16,6,TOTAL,85201000
2022,OCT,STATE,17,6,TOTAL,5705000
2022,OCT,STATE,19,6,TOTAL,32228000
2022,OCT,STATE,27,6,TOTAL,69255000
2022,OCT,STATE,34,6,TOTAL,5587000
2022,OCT,STATE,35,6,TOTAL,83484000
2022,OCT,STATE,36,6,TOTAL,72736000
2022,OCT,STATE,39,6,TOTAL,19579000
2022,OCT,STATE,,6,TOTAL,217941000
2022,OCT,STATE,42,6,TOTAL,35881000
2022,OCT,STATE,46,6,TOTAL,44267000
2022,OCT,STATE,50,6,TOTAL,12164000
2022,OCT,STATE,55,6,TOTAL,294562000
2022,SEP,STATE,6,6,TOTAL,193458000
2022,SEP,STATE,16,6,TOTAL,86570000
2022,SEP,STATE,17,6,TOTAL,5058000
2022,SEP,STATE,19,6,TOTAL,31579000
2022,SEP,STATE,27,6,TOTAL,64623000
2022,SEP,STATE,34,6,TOTAL,5325000
2022,SEP,STATE,35,6,TOTAL,77408000
2022,SEP,STATE,36,6,TOTAL,70353000
2022,SEP,STATE,39,6,TOTAL,19450000
2022,SEP,STATE,,6,TOTAL,211480000
2022,SEP,STATE,42,6,TOTAL,36486000
2022,SEP,STATE,46,6,TOTAL,44399000
2022,SEP,STATE,50,6,TOTAL,11640000
2022,SEP,STATE,55,6,TOTAL,292981000
2022,YEAR,STATE,6,6,TOTAL,2460538000
2022,YEAR,STATE,16,6,TOTAL,989539000
2022,YEAR,STATE,17,6,TOTAL,68977000
2022,YEAR,STATE,19,6,TOTAL,389996000
2022,YEAR,STATE,27,6,TOTAL,811544000
2022,YEAR,STATE,34,6,TOTAL,61780000
2022,YEAR,STATE,35,6,TOTAL,970738000
2022,YEAR,STATE,36,6,TOTAL,843648000
2022,YEAR,STATE,39,6,TOTAL,255334000
2022,YEAR,STATE,,6,TOTAL,2558953000
2022,YEAR,STATE,42,6,TOTAL,450602000
2022,YEAR,STATE,46,6,TOTAL,533229000
2022,YEAR,STATE,50,6,TOTAL,147814000
2022,YEAR,STATE,55,6,TOTAL,3520083000
2021,APR,STATE,6,6,TOTAL,207342000
2021,APR,STATE,16,6,TOTAL,86941000
2021,APR,STATE,17,6,TOTAL,5109000
2021,APR,STATE,19,6,TOTAL,30163000
2021,APR,STATE,27,6,TOTAL,62902000
2021,APR,STATE,34,6,TOTAL,4248000
2021,APR,STATE,35,6,TOTAL,79545000
2021,APR,STATE,36,6,TOTAL,68334000
2021,APR,STATE,39,6,TOTAL,20789000
2021,APR,STATE,,6,TOTAL,200539000
2021,APR,STATE,42,6,TOTAL,38132000
2021,APR,STATE,46,6,TOTAL,42410000
2021,APR,STATE,50,6,TOTAL,12615000
2021,APR,STATE,55,6,TOTAL,294211000
2021,AUG,STATE,6,6,TOTAL,201665000
2021,AUG,STATE,16,6,TOTAL,77879000
2021,AUG,STATE,17,6,TOTAL,5429000
2021,AUG,STATE,19,6,TOTAL,28029000
2021,AUG,STATE,27,6,TOTAL,64458000
2021,AUG,STATE,34,6,TOTAL,4937000
2021,AUG,STATE,35,6,TOTAL,79231000
2021,AUG,STATE,36,6,TOTAL,71344000
2021,AUG,STATE,39,6,TOTAL,20372000
2021,AUG,STATE,,6,TOTAL,207666000
2021,AUG,STATE,42,6,TOTAL,35557000
2021,AUG,STATE,46,6,TOTAL,44766000
2021,AUG,STATE,50,6,TOTAL,11870000
2021,AUG,STATE,55,6,TOTAL,294128000
2021,DEC,STATE,6,6,TOTAL,204970000
2021,DEC,STATE,16,6,TOTAL,88252000
2021,DEC,STATE,17,6,TOTAL,6233000
2021,DEC,STATE,19,6,TOTAL,31828000
2021,DEC,STATE,27,6,TOTAL,66945000
2021,DEC,STATE,34,6,TOTAL,5754000
2021,DEC,STATE,35,6,TOTAL,84100000
2021,DEC,STATE,36,6,TOTAL,72146000
2021,DEC,STATE,39,6,TOTAL,23903000
2021,DEC,STATE,,6,TOTAL,219314000
2021,DEC,STATE,42,6,TOTAL,37060000
2021,DEC,STATE,46,6,TOTAL,45295000
2021,DEC,STATE,50,6,TOTAL,12243000
2021,DEC,STATE,55,6,TOTAL,303232000
2021,FEB,STATE,6,6,TOTAL,193805000
2021,FEB,STATE,16,6,TOTAL,72986000
2021,FEB,STATE,17,6,TOTAL,4941000
2021,FEB,STATE,19,6,TOTAL,26633000
2021,FEB,STATE,27,6,TOTAL,59162000
2021,FEB,STATE,34,6,TOTAL,4115000
2021,FEB,STATE,35,6,TOTAL,72293000
2021,FEB,STATE,36,6,TOTAL,66515000
2021,FEB,STATE,39,6,TOTAL,18857000
2021,FEB,STATE,,6,TOTAL,173738000
2021,FEB,STATE,42,6,TOTAL,32842000
2021,FEB,STATE,46,6,TOTAL,40650000
2021,FEB,STATE,50,6,TOTAL,11379000
2021,FEB,STATE,55,6,TOTAL,268321000
2021,JAN,STATE,6,6,TOTAL,210177000
2021,JAN,STATE,16,6,TOTAL,87810000
2021,JAN,STATE,17,6,TOTAL,4643000
2021,JAN,STATE,19,6,TOTAL,30311000
2021,JAN,STATE,27,6,TOTAL,64874000
2021,JAN,STATE,34,6,TOTAL,5291000
2021,JAN,STATE,35,6,TOTAL,83362000
2021,JAN,STATE,36,6,TOTAL,67969000
2021,JAN,STATE,39,6,TOTAL,20785000
2021,JAN,STATE,,6,TOTAL,190287000
2021,JAN,STATE,42,6,TOTAL,36533000
2021,JAN,STATE,46,6,TOTAL,42161000
2021,JAN,STATE,50,6,TOTAL,12848000
2021,JAN,STATE,55,6,TOTAL,285901000
2021,JUL,STATE,6,6,TOTAL,202860000
2021,JUL,STATE,16,6,TOTAL,86160000
2021,JUL,STATE,17,6,TOTAL,5546000
2021,JUL,STATE,19,6,TOTAL,27594000
2021,JUL,STATE,27,6,TOTAL,65302000
2021,JUL,STATE,34,6,TOTAL,4705000
2021,JUL,STATE,35,6,TOTAL,80099000
2021,JUL,STATE,36,6,TOTAL,62154000
2021,JUL,STATE,39,6,TOTAL,20627000
2021,JUL,STATE,,6,TOTAL,208924000
2021,JUL,STATE,42,6,TOTAL,33704000
2021,JUL,STATE,46,6,TOTAL,42833000
2021,JUL,STATE,50,6,TOTAL,11252000
2021,JUL,STATE,55,6,TOTAL,293713000
2021,JUN,STATE,6,6,TOTAL,193626000
2021,JUN,STATE,16,6,TOTAL,86238000
2021,JUN,STATE,17,6,TOTAL,5813000
2021,JUN,STATE,19,6,TOTAL,27448000
2021,JUN,STATE,27,6,TOTAL,60954000
2021,JUN,STATE,34,6,TOTAL,5072000
2021,JUN,STATE,35,6,TOTAL,79438000
2021,JUN,STATE,36,6,TOTAL,70966000
2021,JUN,STATE,39,6,TOTAL,20131000
2021,JUN,STATE,,6,TOTAL,202940000
2021,JUN,STATE,42,6,TOTAL,30266000
2021,JUN,STATE,46,6,TOTAL,40186000
2021,JUN,STATE,50,6,TOTAL,11651000
2021,JUN,STATE,55,6,TOTAL,291783000
2021,MAR,STATE,6,6,TOTAL,210779000
2021,MAR,STATE,16,6,TOTAL,90183000
2021,MAR,STATE,17,6,TOTAL,6200000
2021,MAR,STATE,19,6,TOTAL,27874000
2021,MAR,STATE,27,6,TOTAL,65896000
2021,MAR,STATE,34,6,TOTAL,5519000
2021,MAR,STATE,35,6,TOTAL,82826000
2021,MAR,STATE,36,6,TOTAL,75327000
2021,MAR,STATE,39,6,TOTAL,20908000
2021,MAR,STATE,,6,TOTAL,196677000
2021,MAR,STATE,42,6,TOTAL,38434000
2021,MAR,STATE,46,6,TOTAL,42726000
2021,MAR,STATE,50,6,TOTAL,12095000
2021,MAR,STATE,55,6,TOTAL,305628000
2021,MAY,STATE,6,6,TOTAL,207562000
2021,MAY,STATE,16,6,TOTAL,79985000
2021,MAY,STATE,17,6,TOTAL,5124000
2021,MAY,STATE,19,6,TOTAL,29843000
2021,MAY,STATE,27,6,TOTAL,65106000
2021,MAY,STATE,34,6,TOTAL,4305000
2021,MAY,STATE,35,6,TOTAL,80607000
2021,MAY,STATE,36,6,TOTAL,72364000
2021,MAY,STATE,39,6,TOTAL,19650000
2021,MAY,STATE,,6,TOTAL,209684000
2021,MAY,STATE,42,6,TOTAL,37935000
2021,MAY,STATE,46,6,TOTAL,44052000
2021,MAY,STATE,50,6,TOTAL,11862000
2021,MAY,STATE,55,6,TOTAL,294996000
2021,NOV,STATE,6,6,TOTAL,203793000
2021,NOV,STATE,16,6,TOTAL,77288000
2021,NOV,STATE,17,6,TOTAL,5282000
2021,NOV,STATE,19,6,TOTAL,27847000
2021,NOV,STATE,27,6,TOTAL,64340000
2021,NOV,STATE,34,6,TOTAL,5219000
2021,NOV,STATE,35,6,TOTAL,78819000
2021,NOV,STATE,36,6,TOTAL,73454000
2021,NOV,STATE,39,6,TOTAL,22082000
2021,NOV,STATE,,6,TOTAL,210830000
2021,NOV,STATE,42,6,TOTAL,36208000
2021,NOV,STATE,46,6,TOTAL,44422000
2021,NOV,STATE,50,6,TOTAL,12209000
2021,NOV,STATE,55,6,TOTAL,288270000
2021,OCT,STATE,6,6,TOTAL,205720000
2021,OCT,STATE,16,6,TOTAL,87611000
2021,OCT,STATE,17,6,TOTAL,5939000
2021,OCT,STATE,19,6,TOTAL,28708000
2021,OCT,STATE,27,6,TOTAL,68353000
2021,OCT,STATE,34,6,TOTAL,5967000
2021,OCT,STATE,35,6,TOTAL,81729000
2021,OCT,STATE,36,6,TOTAL,73212000
2021,OCT,STATE,39,6,TOTAL,21082000
2021,OCT,STATE,,6,TOTAL,212476000
2021,OCT,STATE,42,6,TOTAL,36286000
2021,OCT,STATE,46,6,TOTAL,45779000
2021,OCT,STATE,50,6,TOTAL,12011000
2021,OCT,STATE,55,6,TOTAL,285867000
2021,SEP,STATE,6,6,TOTAL,196098000
2021,SEP,STATE,16,6,TOTAL,83340000
2021,SEP,STATE,17,6,TOTAL,4952000
2021,SEP,STATE,19,6,TOTAL,27425000
2021,SEP,STATE,27,6,TOTAL,63814000
2021,SEP,STATE,34,6,TOTAL,5752000
2021,SEP,STATE,35,6,TOTAL,75780000
2021,SEP,STATE,36,6,TOTAL,72376000
2021,SEP,STATE,39,6,TOTAL,20155000
2021,SEP,STATE,,6,TOTAL,206547000
2021,SEP,STATE,42,6,TOTAL,35033000
2021,SEP,STATE,46,6,TOTAL,43621000
2021,SEP,STATE,50,6,TOTAL,11385000
2021,SEP,STATE,55,6,TOTAL,286739000
2021,YEAR,STATE,6,6,TOTAL,2438397000
2021,YEAR,STATE,16,6,TOTAL,1004673000
2021,YEAR,STATE,17,6,TOTAL,65211000
2021,YEAR,STATE,19,6,TOTAL,343703000
2021,YEAR,STATE,27,6,TOTAL,772106000
2021,YEAR,STATE,34,6,TOTAL,60884000
2021,YEAR,STATE,35,6,TOTAL,957829000
2021,YEAR,STATE,36,6,TOTAL,846161000
2021,YEAR,STATE,39,6,TOTAL,249341000
2021,YEAR,STATE,,6,TOTAL,2439622000
2021,YEAR,STATE,42,6,TOTAL,427990000
2021,YEAR,STATE,46,6,TOTAL,518901000
2021,YEAR,STATE,50,6,TOTAL,143420000
2021,YEAR,STATE,55,6,TOTAL,3492789000
2020,APR,STATE,6,6,TOTAL,197806000
2020,APR,STATE,16,6,TOTAL,85524000
2020,APR,STATE,17,6,TOTAL,4940000
2020,APR,STATE,19,6,TOTAL,28613000
2020,APR,STATE,27,6,TOTAL,61951000
2020,APR,STATE,34,6,TOTAL,3913000
2020,APR,STATE,35,6,TOTAL,77067000
2020,APR,STATE,36,6,TOTAL,65064000
2020,APR,STATE,39,6,TOTAL,18498000
2020,APR,STATE,,6,TOTAL,195179000
2020,APR,STATE,42,6,TOTAL,35625000
2020,APR,STATE,50,6,TOTAL,10891000
2020,APR,STATE,55,6,TOTAL,265203000
2020,AUG,STATE,6,6,TOTAL,191418000
2020,AUG,STATE,16,6,TOTAL,81415000
2020,AUG,STATE,17,6,TOTAL,5102000
2020,AUG,STATE,19,6,TOTAL,30750000
2020,AUG,STATE,27,6,TOTAL,61680000
2020,AUG,STATE,34,6,TOTAL,4819000
2020,AUG,STATE,35,6,TOTAL,78951000
2020,AUG,STATE,36,6,TOTAL,71287000
2020,AUG,STATE,39,6,TOTAL,21272000
2020,AUG,STATE,,6,TOTAL,214050000
2020,AUG,STATE,42,6,TOTAL,37506000
2020,AUG,STATE,50,6,TOTAL,12419000
2020,AUG,STATE,55,6,TOTAL,279312000
2020,DEC,STATE,6,6,TOTAL,207633000
2020,DEC,STATE,16,6,TOTAL,85505000
2020,DEC,STATE,17,6,TOTAL,5168000
2020,DEC,STATE,19,6,TOTAL,29960000
2020,DEC,STATE,27,6,TOTAL,65962000
2020,DEC,STATE,34,6,TOTAL,5584000
2020,DEC,STATE,35,6,TOTAL,81859000
2020,DEC,STATE,36,6,TOTAL,69855000
2020,DEC,STATE,39,6,TOTAL,21815000
2020,DEC,STATE,,6,TOTAL,231733000
2020,DEC,STATE,42,6,TOTAL,38417000
2020,DEC,STATE,50,6,TOTAL,12922000
2020,DEC,STATE,55,6,TOTAL,298303000
2020,FEB,STATE,6,6,TOTAL,198977000
2020,FEB,STATE,16,6,TOTAL,73497000
2020,FEB,STATE,17,6,TOTAL,5629000
2020,FEB,STATE,19,6,TOTAL,28354000
2020,FEB,STATE,27,6,TOTAL,59114000
2020,FEB,STATE,34,6,TOTAL,4244000
2020,FEB,STATE,35,6,TOTAL,76715000
2020,FEB,STATE,36,6,TOTAL,65574000
2020,FEB,STATE,39,6,TOTAL,19648000
2020,FEB,STATE,,6,TOTAL,192551000
2020,FEB,STATE,42,6,TOTAL,30980000
2020,FEB,STATE,50,6,TOTAL,11330000
2020,FEB,STATE,55,6,TOTAL,265435000
2020,JAN,STATE,6,6,TOTAL,213166000
2020,JAN,STATE,16,6,TOTAL,85369000
2020,JAN,STATE,17,6,TOTAL,5770000
2020,JAN,STATE,19,6,TOTAL,29037000
2020,JAN,STATE,27,6,TOTAL,61573000
2020,JAN,STATE,34,6,TOTAL,4991000
2020,JAN,STATE,35,6,TOTAL,84577000
2020,JAN,STATE,36,6,TOTAL,73115000
2020,JAN,STATE,39,6,TOTAL,22153000
2020,JAN,STATE,,6,TOTAL,205438000
2020,JAN,STATE,42,6,TOTAL,40541000
2020,JAN,STATE,50,6,TOTAL,12511000
2020,JAN,STATE,55,6,TOTAL,285479000
2020,JUL,STATE,6,6,TOTAL,202594000
2020,JUL,STATE,16,6,TOTAL,89585000
2020,JUL,STATE,17,6,TOTAL,4784000
2020,JUL,STATE,19,6,TOTAL,29968000
2020,JUL,STATE,27,6,TOTAL,61642000
2020,JUL,STATE,34,6,TOTAL,5100000
2020,JUL,STATE,35,6,TOTAL,80169000
2020,JUL,STATE,36,6,TOTAL,74495000
2020,JUL,STATE,39,6,TOTAL,19278000
2020,JUL,STATE,,6,TOTAL,211736000
2020,JUL,STATE,42,6,TOTAL,35387000
2020,JUL,STATE,50,6,TOTAL,12022000
2020,JUL,STATE,55,6,TOTAL,282623000
2020,JUN,STATE,6,6,TOTAL,207079000
2020,JUN,STATE,16,6,TOTAL,87241000
2020,JUN,STATE,17,6,TOTAL,4793000
2020,JUN,STATE,19,6,TOTAL,29955000
2020,JUN,STATE,27,6,TOTAL,61182000
2020,JUN,STATE,34,6,TOTAL,5520000
2020,JUN,STATE,35,6,TOTAL,80756000
2020,JUN,STATE,36,6,TOTAL,72583000
2020,JUN,STATE,39,6,TOTAL,19696000
2020,JUN,STATE,,6,TOTAL,216369000
2020,JUN,STATE,42,6,TOTAL,35276000
2020,JUN,STATE,50,6,TOTAL,11728000
2020,JUN,STATE,55,6,TOTAL,287268000
2020,MAR,STATE,6,6,TOTAL,210604000
2020,MAR,STATE,16,6,TOTAL,89276000
2020,MAR,STATE,17,6,TOTAL,6474000
2020,MAR,STATE,19,6,TOTAL,28935000
2020,MAR,STATE,27,6,TOTAL,62961000
2020,MAR,STATE,34,6,TOTAL,5107000
2020,MAR,STATE,35,6,TOTAL,80902000
2020,MAR,STATE,36,6,TOTAL,74366000
2020,MAR,STATE,39,6,TOTAL,21184000
2020,MAR,STATE,,6,TOTAL,202053000
2020,MAR,STATE,42,6,TOTAL,37345000
2020,MAR,STATE,50,6,TOTAL,11896000
2020,MAR,STATE,55,6,TOTAL,289187000
2020,MAY,STATE,6,6,TOTAL,211358000
2020,MAY,STATE,16,6,TOTAL,80641000
2020,MAY,STATE,17,6,TOTAL,4558000
2020,MAY,STATE,19,6,TOTAL,28265000
2020,MAY,STATE,27,6,TOTAL,61558000
2020,MAY,STATE,34,6,TOTAL,5191000
2020,MAY,STATE,35,6,TOTAL,80476000
2020,MAY,STATE,36,6,TOTAL,69542000
2020,MAY,STATE,39,6,TOTAL,20190000
2020,MAY,STATE,,6,TOTAL,209983000
2020,MAY,STATE,42,6,TOTAL,34962000
2020,MAY,STATE,50,6,TOTAL,11853000
2020,MAY,STATE,55,6,TOTAL,280544000
2020,NOV,STATE,6,6,TOTAL,200773000
2020,NOV,STATE,16,6,TOTAL,83212000
2020,NOV,STATE,17,6,TOTAL,4659000
2020,NOV,STATE,19,6,TOTAL,31130000
2020,NOV,STATE,27,6,TOTAL,61773000
2020,NOV,STATE,34,6,TOTAL,5073000
2020,NOV,STATE,35,6,TOTAL,78100000
2020,NOV,STATE,36,6,TOTAL,73111000
2020,NOV,STATE,39,6,TOTAL,19135000
2020,NOV,STATE,,6,TOTAL,221321000
2020,NOV,STATE,42,6,TOTAL,34552000
2020,NOV,STATE,50,6,TOTAL,12705000
2020,NOV,STATE,55,6,TOTAL,276269000
2020,OCT,STATE,6,6,TOTAL,200299000
2020,OCT,STATE,16,6,TOTAL,85855000
2020,OCT,STATE,17,6,TOTAL,5453000
2020,OCT,STATE,19,6,TOTAL,29633000
2020,OCT,STATE,27,6,TOTAL,64308000
2020,OCT,STATE,34,6,TOTAL,6077000
2020,OCT,STATE,35,6,TOTAL,83278000
2020,OCT,STATE,36,6,TOTAL,77084000
2020,OCT,STATE,39,6,TOTAL,21075000
2020,OCT,STATE,,6,TOTAL,217751000
2020,OCT,STATE,42,6,TOTAL,36317000
