Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Quantity
1986,OCT,STATE,36,5,TOTAL,"91,00,00,000"
1986,OCT,STATE,37,5,TOTAL,"13,20,00,000"
1986,OCT,STATE,39,5,TOTAL,"40,10,00,000"
1986,OCT,STATE,42,5,TOTAL,"83,80,00,000"
1986,OCT,STATE,47,5,TOTAL,"18,30,00,000"
1986,OCT,STATE,48,5,TOTAL,"32,00,00,000"
1986,OCT,STATE,50,5,TOTAL,"20,00,00,000"
1986,OCT,STATE,51,5,TOTAL,"17,60,00,000"
1986,OCT,STATE,53,5,TOTAL,"30,00,00,000"
1986,OCT,STATE,55,5,TOTAL,"1,92,70,00,000"
1986,SEP,STATE,6,5,TOTAL,"1,41,20,00,000"
1986,SEP,STATE,12,5,TOTAL,"14,60,00,000"
1986,SEP,STATE,16,5,TOTAL,"19,40,00,000"
1986,SEP,STATE,17,5,TOTAL,"22,50,00,000"
1986,SEP,STATE,18,5,TOTAL,"18,70,00,000"
1986,SEP,STATE,19,5,TOTAL,"29,80,00,000"
1986,SEP,STATE,21,5,TOTAL,"18,70,00,000"
1986,SEP,STATE,24,5,TOTAL,"13,00,00,000"
1986,SEP,STATE,26,5,TOTAL,"43,50,00,000"
1986,SEP,STATE,27,5,TOTAL,"76,00,00,000"
1986,SEP,STATE,29,5,TOTAL,"23,20,00,000"
1986,SEP,STATE,36,5,TOTAL,"91,50,00,000"
1986,SEP,STATE,37,5,TOTAL,"12,90,00,000"
1986,SEP,STATE,39,5,TOTAL,"39,90,00,000"
1986,SEP,STATE,42,5,TOTAL,"82,20,00,000"
1986,SEP,STATE,47,5,TOTAL,"18,10,00,000"
1986,SEP,STATE,48,5,TOTAL,"30,80,00,000"
1986,SEP,STATE,50,5,TOTAL,"19,60,00,000"
1986,SEP,STATE,51,5,TOTAL,"17,40,00,000"
1986,SEP,STATE,53,5,TOTAL,"29,90,00,000"
1986,SEP,STATE,55,5,TOTAL,"1,93,80,00,000"
1986,YEAR,STATE,1,5,TOTAL,"52,90,00,000"
1986,YEAR,STATE,2,5,TOTAL,"3,15,00,000"
1986,YEAR,STATE,4,5,TOTAL,"1,36,80,00,000"
1986,YEAR,STATE,5,5,TOTAL,"75,50,00,000"
1986,YEAR,STATE,6,5,TOTAL,"17,22,20,00,000"
1986,YEAR,STATE,8,5,TOTAL,"1,18,80,00,000"
1986,YEAR,STATE,9,5,TOTAL,"60,00,00,000"
1986,YEAR,STATE,10,5,TOTAL,"14,60,00,000"
1986,YEAR,STATE,12,5,TOTAL,"2,15,70,00,000"
1986,YEAR,STATE,13,5,TOTAL,"1,26,50,00,000"
1986,YEAR,STATE,15,5,TOTAL,"15,60,00,000"
1986,YEAR,STATE,16,5,TOTAL,"2,38,90,00,000"
1986,YEAR,STATE,17,5,TOTAL,"2,74,10,00,000"
1986,YEAR,STATE,18,5,TOTAL,"2,34,80,00,000"
1986,YEAR,STATE,19,5,TOTAL,"3,87,90,00,000"
1986,YEAR,STATE,20,5,TOTAL,"1,30,10,00,000"
1986,YEAR,STATE,21,5,TOTAL,"2,32,70,00,000"
1986,YEAR,STATE,22,5,TOTAL,"88,70,00,000"
1986,YEAR,STATE,23,5,TOTAL,"69,40,00,000"
1986,YEAR,STATE,24,5,TOTAL,"1,62,00,00,000"
1986,YEAR,STATE,25,5,TOTAL,"55,90,00,000"
1986,YEAR,STATE,26,5,TOTAL,"5,40,40,00,000"
1986,YEAR,STATE,27,5,TOTAL,"10,61,40,00,000"
1986,YEAR,STATE,28,5,TOTAL,"84,10,00,000"
1986,YEAR,STATE,29,5,TOTAL,"2,93,00,00,000"
1986,YEAR,STATE,30,5,TOTAL,"33,80,00,000"
1986,YEAR,STATE,31,5,TOTAL,"1,35,00,00,000"
1986,YEAR,STATE,32,5,TOTAL,"25,00,00,000"
1986,YEAR,STATE,33,5,TOTAL,"37,30,00,000"
1986,YEAR,STATE,34,5,TOTAL,"47,90,00,000"
1986,YEAR,STATE,35,5,TOTAL,"1,09,20,00,000"
1986,YEAR,STATE,36,5,TOTAL,"11,71,80,00,000"
1986,YEAR,STATE,37,5,TOTAL,"1,69,50,00,000"
1986,YEAR,STATE,38,5,TOTAL,"1,07,40,00,000"
1986,YEAR,STATE,39,5,TOTAL,"4,94,00,00,000"
1986,YEAR,STATE,40,5,TOTAL,"1,19,00,00,000"
1986,YEAR,STATE,41,5,TOTAL,"1,47,10,00,000"
1986,YEAR,STATE,42,5,TOTAL,"10,15,20,00,000"
1986,YEAR,STATE,44,5,TOTAL,"4,10,00,000"
1986,YEAR,STATE,45,5,TOTAL,"53,50,00,000"
1986,YEAR,STATE,46,5,TOTAL,"1,68,50,00,000"
1986,YEAR,STATE,47,5,TOTAL,"2,22,10,00,000"
1986,YEAR,STATE,48,5,TOTAL,"4,04,50,00,000"
1986,YEAR,STATE,49,5,TOTAL,"1,15,70,00,000"
1986,YEAR,STATE,50,5,TOTAL,"2,44,80,00,000"
1986,YEAR,STATE,51,5,TOTAL,"2,15,10,00,000"
1986,YEAR,STATE,53,5,TOTAL,"3,76,20,00,000"
1986,YEAR,STATE,54,5,TOTAL,"37,50,00,000"
1986,YEAR,STATE,55,5,TOTAL,"24,50,00,00,000"
1986,YEAR,STATE,56,5,TOTAL,"13,10,00,000"
1985,APR,STATE,1,5,TOTAL,"4,90,00,000"
1985,APR,STATE,5,5,TOTAL,"7,80,00,000"
1985,APR,STATE,6,5,TOTAL,"1,40,60,00,000"
1985,APR,STATE,8,5,TOTAL,"8,90,00,000"
1985,APR,STATE,12,5,TOTAL,"18,10,00,000"
1985,APR,STATE,13,5,TOTAL,"11,60,00,000"
1985,APR,STATE,16,5,TOTAL,"19,80,00,000"
1985,APR,STATE,17,5,TOTAL,"22,60,00,000"
1985,APR,STATE,18,5,TOTAL,"19,50,00,000"
1985,APR,STATE,19,5,TOTAL,"32,10,00,000"
1985,APR,STATE,20,5,TOTAL,"10,90,00,000"
1985,APR,STATE,21,5,TOTAL,"19,20,00,000"
1985,APR,STATE,22,5,TOTAL,"8,90,00,000"
1985,APR,STATE,24,5,TOTAL,"13,70,00,000"
1985,APR,STATE,26,5,TOTAL,"44,90,00,000"
1985,APR,STATE,27,5,TOTAL,"95,90,00,000"
1985,APR,STATE,28,5,TOTAL,"8,50,00,000"
1985,APR,STATE,29,5,TOTAL,"24,80,00,000"
1985,APR,STATE,31,5,TOTAL,"10,70,00,000"
1985,APR,STATE,36,5,TOTAL,"99,70,00,000"
1985,APR,STATE,37,5,TOTAL,"15,10,00,000"
1985,APR,STATE,38,5,TOTAL,"9,70,00,000"
1985,APR,STATE,39,5,TOTAL,"40,50,00,000"
1985,APR,STATE,40,5,TOTAL,"10,30,00,000"
1985,APR,STATE,41,5,TOTAL,"12,00,00,000"
1985,APR,STATE,42,5,TOTAL,"79,30,00,000"
1985,APR,STATE,47,5,TOTAL,"20,20,00,000"
1985,APR,STATE,48,5,TOTAL,"35,40,00,000"
1985,APR,STATE,49,5,TOTAL,"9,00,00,000"
1985,APR,STATE,50,5,TOTAL,"20,00,00,000"
1985,APR,STATE,51,5,TOTAL,"17,70,00,000"
1985,APR,STATE,53,5,TOTAL,"31,00,00,000"
1985,APR,STATE,55,5,TOTAL,"2,03,10,00,000"
1985,AUG,STATE,1,5,TOTAL,"4,30,00,000"
1985,AUG,STATE,5,5,TOTAL,"7,20,00,000"
1985,AUG,STATE,6,5,TOTAL,"1,49,60,00,000"
1985,AUG,STATE,8,5,TOTAL,"9,80,00,000"
1985,AUG,STATE,12,5,TOTAL,"15,90,00,000"
1985,AUG,STATE,13,5,TOTAL,"10,30,00,000"
1985,AUG,STATE,16,5,TOTAL,"23,00,00,000"
1985,AUG,STATE,17,5,TOTAL,"24,30,00,000"
1985,AUG,STATE,18,5,TOTAL,"20,50,00,000"
1985,AUG,STATE,19,5,TOTAL,"35,40,00,000"
1985,AUG,STATE,20,5,TOTAL,"11,20,00,000"
1985,AUG,STATE,21,5,TOTAL,"19,60,00,000"
1985,AUG,STATE,22,5,TOTAL,"7,20,00,000"
1985,AUG,STATE,24,5,TOTAL,"13,50,00,000"
1985,AUG,STATE,26,5,TOTAL,"49,10,00,000"
1985,AUG,STATE,27,5,TOTAL,"88,30,00,000"
1985,AUG,STATE,28,5,TOTAL,"7,00,00,000"
1985,AUG,STATE,29,5,TOTAL,"25,10,00,000"
1985,AUG,STATE,31,5,TOTAL,"12,40,00,000"
1985,AUG,STATE,36,5,TOTAL,"97,30,00,000"
1985,AUG,STATE,37,5,TOTAL,"14,30,00,000"
1985,AUG,STATE,38,5,TOTAL,"9,50,00,000"
1985,AUG,STATE,39,5,TOTAL,"41,70,00,000"
1985,AUG,STATE,40,5,TOTAL,"10,10,00,000"
1985,AUG,STATE,41,5,TOTAL,"13,00,00,000"
1985,AUG,STATE,42,5,TOTAL,"84,70,00,000"
1985,AUG,STATE,47,5,TOTAL,"18,90,00,000"
1985,AUG,STATE,48,5,TOTAL,"32,40,00,000"
1985,AUG,STATE,49,5,TOTAL,"10,40,00,000"
1985,AUG,STATE,50,5,TOTAL,"19,90,00,000"
1985,AUG,STATE,51,5,TOTAL,"17,70,00,000"
1985,AUG,STATE,53,5,TOTAL,"33,40,00,000"
1985,AUG,STATE,55,5,TOTAL,"2,21,00,00,000"
1985,DEC,STATE,1,5,TOTAL,"4,80,00,000"
1985,DEC,STATE,5,5,TOTAL,"6,90,00,000"
1985,DEC,STATE,6,5,TOTAL,"1,39,60,00,000"
1985,DEC,STATE,8,5,TOTAL,"9,70,00,000"
1985,DEC,STATE,12,5,TOTAL,"18,50,00,000"
1985,DEC,STATE,13,5,TOTAL,"11,30,00,000"
1985,DEC,STATE,16,5,TOTAL,"20,00,00,000"
1985,DEC,STATE,17,5,TOTAL,"22,40,00,000"
1985,DEC,STATE,18,5,TOTAL,"19,60,00,000"
1985,DEC,STATE,19,5,TOTAL,"34,40,00,000"
1985,DEC,STATE,20,5,TOTAL,"10,80,00,000"
1985,DEC,STATE,21,5,TOTAL,"18,10,00,000"
1985,DEC,STATE,22,5,TOTAL,"7,40,00,000"
1985,DEC,STATE,24,5,TOTAL,"13,80,00,000"
1985,DEC,STATE,26,5,TOTAL,"46,30,00,000"
1985,DEC,STATE,27,5,TOTAL,"88,30,00,000"
1985,DEC,STATE,28,5,TOTAL,"7,20,00,000"
1985,DEC,STATE,29,5,TOTAL,"23,30,00,000"
1985,DEC,STATE,31,5,TOTAL,"11,00,00,000"
1985,DEC,STATE,36,5,TOTAL,"98,70,00,000"
1985,DEC,STATE,37,5,TOTAL,"15,00,00,000"
1985,DEC,STATE,38,5,TOTAL,"8,90,00,000"
1985,DEC,STATE,39,5,TOTAL,"41,00,00,000"
1985,DEC,STATE,40,5,TOTAL,"9,90,00,000"
1985,DEC,STATE,41,5,TOTAL,"11,60,00,000"
1985,DEC,STATE,42,5,TOTAL,"86,30,00,000"
1985,DEC,STATE,47,5,TOTAL,"17,90,00,000"
1985,DEC,STATE,48,5,TOTAL,"33,20,00,000"
1985,DEC,STATE,49,5,TOTAL,"9,20,00,000"
1985,DEC,STATE,50,5,TOTAL,"21,00,00,000"
1985,DEC,STATE,51,5,TOTAL,"18,00,00,000"
1985,DEC,STATE,53,5,TOTAL,"31,30,00,000"
1985,DEC,STATE,55,5,TOTAL,"1,98,90,00,000"
1985,FEB,STATE,1,5,TOTAL,"4,20,00,000"
1985,FEB,STATE,5,5,TOTAL,"6,10,00,000"
1985,FEB,STATE,6,5,TOTAL,"1,18,60,00,000"
1985,FEB,STATE,8,5,TOTAL,"7,50,00,000"
1985,FEB,STATE,12,5,TOTAL,"16,00,00,000"
1985,FEB,STATE,13,5,TOTAL,"10,20,00,000"
1985,FEB,STATE,16,5,TOTAL,"16,40,00,000"
1985,FEB,STATE,17,5,TOTAL,"20,50,00,000"
1985,FEB,STATE,18,5,TOTAL,"17,20,00,000"
1985,FEB,STATE,19,5,TOTAL,"29,60,00,000"
1985,FEB,STATE,20,5,TOTAL,"9,20,00,000"
1985,FEB,STATE,21,5,TOTAL,"15,40,00,000"
1985,FEB,STATE,22,5,TOTAL,"6,80,00,000"
1985,FEB,STATE,24,5,TOTAL,"12,50,00,000"
1985,FEB,STATE,26,5,TOTAL,"40,70,00,000"
1985,FEB,STATE,27,5,TOTAL,"83,70,00,000"
1985,FEB,STATE,28,5,TOTAL,"6,30,00,000"
1985,FEB,STATE,29,5,TOTAL,"19,90,00,000"
1985,FEB,STATE,31,5,TOTAL,"9,20,00,000"
1985,FEB,STATE,36,5,TOTAL,"87,00,00,000"
1985,FEB,STATE,37,5,TOTAL,"13,40,00,000"
1985,FEB,STATE,38,5,TOTAL,"7,90,00,000"
1985,FEB,STATE,39,5,TOTAL,"36,10,00,000"
1985,FEB,STATE,40,5,TOTAL,"8,90,00,000"
1985,FEB,STATE,41,5,TOTAL,"9,90,00,000"
1985,FEB,STATE,42,5,TOTAL,"75,70,00,000"
1985,FEB,STATE,47,5,TOTAL,"16,20,00,000"
1985,FEB,STATE,48,5,TOTAL,"29,40,00,000"
1985,FEB,STATE,49,5,TOTAL,"8,20,00,000"
1985,FEB,STATE,50,5,TOTAL,"18,40,00,000"
1985,FEB,STATE,51,5,TOTAL,"15,60,00,000"
1985,FEB,STATE,53,5,TOTAL,"26,60,00,000"
1985,FEB,STATE,55,5,TOTAL,"1,76,40,00,000"
1985,JAN,STATE,1,5,TOTAL,"4,80,00,000"
1985,JAN,STATE,5,5,TOTAL,"6,70,00,000"
1985,JAN,STATE,6,5,TOTAL,"1,27,50,00,000"
1985,JAN,STATE,8,5,TOTAL,"8,20,00,000"
1985,JAN,STATE,12,5,TOTAL,"17,10,00,000"
1985,JAN,STATE,13,5,TOTAL,"11,20,00,000"
1985,JAN,STATE,16,5,TOTAL,"17,90,00,000"
1985,JAN,STATE,17,5,TOTAL,"20,50,00,000"
1985,JAN,STATE,18,5,TOTAL,"19,00,00,000"
1985,JAN,STATE,19,5,TOTAL,"30,70,00,000"
1985,JAN,STATE,20,5,TOTAL,"10,00,00,000"
1985,JAN,STATE,21,5,TOTAL,"16,80,00,000"
1985,JAN,STATE,22,5,TOTAL,"7,80,00,000"
1985,JAN,STATE,24,5,TOTAL,"13,10,00,000"
1985,JAN,STATE,26,5,TOTAL,"44,50,00,000"
1985,JAN,STATE,27,5,TOTAL,"89,00,00,000"
1985,JAN,STATE,28,5,TOTAL,"7,40,00,000"
1985,JAN,STATE,29,5,TOTAL,"22,10,00,000"
1985,JAN,STATE,31,5,TOTAL,"9,70,00,000"
1985,JAN,STATE,36,5,TOTAL,"95,50,00,000"
1985,JAN,STATE,37,5,TOTAL,"14,50,00,000"
1985,JAN,STATE,38,5,TOTAL,"8,40,00,000"
1985,JAN,STATE,39,5,TOTAL,"38,10,00,000"
1985,JAN,STATE,40,5,TOTAL,"9,20,00,000"
1985,JAN,STATE,41,5,TOTAL,"10,70,00,000"
1985,JAN,STATE,42,5,TOTAL,"77,90,00,000"
1985,JAN,STATE,47,5,TOTAL,"17,20,00,000"
1985,JAN,STATE,48,5,TOTAL,"32,00,00,000"
1985,JAN,STATE,49,5,TOTAL,"8,50,00,000"
1985,JAN,STATE,50,5,TOTAL,"20,00,00,000"
1985,JAN,STATE,51,5,TOTAL,"17,30,00,000"
1985,JAN,STATE,53,5,TOTAL,"29,10,00,000"
1985,JAN,STATE,55,5,TOTAL,"1,93,20,00,000"
1985,JUL,STATE,1,5,TOTAL,"4,40,00,000"
1985,JUL,STATE,5,5,TOTAL,"7,30,00,000"
1985,JUL,STATE,6,5,TOTAL,"1,47,20,00,000"
1985,JUL,STATE,8,5,TOTAL,"10,10,00,000"
1985,JUL,STATE,12,5,TOTAL,"16,90,00,000"
1985,JUL,STATE,13,5,TOTAL,"10,60,00,000"
1985,JUL,STATE,16,5,TOTAL,"22,20,00,000"
1985,JUL,STATE,17,5,TOTAL,"24,20,00,000"
1985,JUL,STATE,18,5,TOTAL,"21,00,00,000"
1985,JUL,STATE,19,5,TOTAL,"35,70,00,000"
1985,JUL,STATE,20,5,TOTAL,"11,20,00,000"
1985,JUL,STATE,21,5,TOTAL,"20,00,00,000"
1985,JUL,STATE,22,5,TOTAL,"7,70,00,000"
1985,JUL,STATE,24,5,TOTAL,"13,40,00,000"
1985,JUL,STATE,26,5,TOTAL,"49,40,00,000"
1985,JUL,STATE,27,5,TOTAL,"93,80,00,000"
1985,JUL,STATE,28,5,TOTAL,"7,60,00,000"
1985,JUL,STATE,29,5,TOTAL,"25,60,00,000"
1985,JUL,STATE,31,5,TOTAL,"12,40,00,000"
1985,JUL,STATE,36,5,TOTAL,"99,90,00,000"
1985,JUL,STATE,37,5,TOTAL,"14,60,00,000"
1985,JUL,STATE,38,5,TOTAL,"10,50,00,000"
1985,JUL,STATE,39,5,TOTAL,"42,60,00,000"
1985,JUL,STATE,40,5,TOTAL,"10,10,00,000"
1985,JUL,STATE,41,5,TOTAL,"13,30,00,000"
1985,JUL,STATE,42,5,TOTAL,"85,80,00,000"
1985,JUL,STATE,47,5,TOTAL,"19,30,00,000"
1985,JUL,STATE,48,5,TOTAL,"33,70,00,000"
1985,JUL,STATE,49,5,TOTAL,"10,60,00,000"
1985,JUL,STATE,50,5,TOTAL,"19,60,00,000"
1985,JUL,STATE,51,5,TOTAL,"17,60,00,000"
1985,JUL,STATE,53,5,TOTAL,"33,50,00,000"
1985,JUL,STATE,55,5,TOTAL,"2,26,60,00,000"
1985,JUN,STATE,1,5,TOTAL,"4,30,00,000"
1985,JUN,STATE,5,5,TOTAL,"7,40,00,000"
1985,JUN,STATE,6,5,TOTAL,"1,43,20,00,000"
1985,JUN,STATE,8,5,TOTAL,"9,60,00,000"
1985,JUN,STATE,12,5,TOTAL,"16,80,00,000"
1985,JUN,STATE,13,5,TOTAL,"10,50,00,000"
1985,JUN,STATE,16,5,TOTAL,"21,50,00,000"
1985,JUN,STATE,17,5,TOTAL,"23,90,00,000"
1985,JUN,STATE,18,5,TOTAL,"20,70,00,000"
1985,JUN,STATE,19,5,TOTAL,"35,90,00,000"
1985,JUN,STATE,20,5,TOTAL,"11,10,00,000"
1985,JUN,STATE,21,5,TOTAL,"19,30,00,000"
1985,JUN,STATE,22,5,TOTAL,"7,70,00,000"
1985,JUN,STATE,24,5,TOTAL,"13,40,00,000"
1985,JUN,STATE,26,5,TOTAL,"48,10,00,000"
1985,JUN,STATE,27,5,TOTAL,"97,40,00,000"
1985,JUN,STATE,28,5,TOTAL,"7,30,00,000"
1985,JUN,STATE,29,5,TOTAL,"25,10,00,000"
1985,JUN,STATE,31,5,TOTAL,"11,90,00,000"
1985,JUN,STATE,36,5,TOTAL,"1,02,90,00,000"
1985,JUN,STATE,37,5,TOTAL,"14,40,00,000"
1985,JUN,STATE,38,5,TOTAL,"11,10,00,000"
1985,JUN,STATE,39,5,TOTAL,"42,50,00,000"
1985,JUN,STATE,40,5,TOTAL,"10,20,00,000"
1985,JUN,STATE,41,5,TOTAL,"12,90,00,000"
1985,JUN,STATE,42,5,TOTAL,"86,50,00,000"
1985,JUN,STATE,47,5,TOTAL,"19,30,00,000"
1985,JUN,STATE,48,5,TOTAL,"33,40,00,000"
1985,JUN,STATE,49,5,TOTAL,"10,10,00,000"
1985,JUN,STATE,50,5,TOTAL,"20,40,00,000"
1985,JUN,STATE,51,5,TOTAL,"17,60,00,000"
1985,JUN,STATE,53,5,TOTAL,"32,30,00,000"
1985,JUN,STATE,55,5,TOTAL,"2,24,60,00,000"
1985,MAR,STATE,1,5,TOTAL,"4,90,00,000"
1985,MAR,STATE,5,5,TOTAL,"7,20,00,000"
1985,MAR,STATE,6,5,TOTAL,"1,37,70,00,000"
1985,MAR,STATE,8,5,TOTAL,"8,60,00,000"
1985,MAR,STATE,12,5,TOTAL,"18,30,00,000"
1985,MAR,STATE,13,5,TOTAL,"11,70,00,000"
1985,MAR,STATE,16,5,TOTAL,"18,30,00,000"
1985,MAR,STATE,17,5,TOTAL,"22,50,00,000"
1985,MAR,STATE,18,5,TOTAL,"19,30,00,000"
1985,MAR,STATE,19,5,TOTAL,"31,30,00,000"
1985,MAR,STATE,20,5,TOTAL,"10,30,00,000"
1985,MAR,STATE,21,5,TOTAL,"17,80,00,000"
1985,MAR,STATE,22,5,TOTAL,"8,60,00,000"
1985,MAR,STATE,24,5,TOTAL,"13,70,00,000"
1985,MAR,STATE,26,5,TOTAL,"45,60,00,000"
1985,MAR,STATE,27,5,TOTAL,"95,40,00,000"
1985,MAR,STATE,28,5,TOTAL,"8,00,00,000"
1985,MAR,STATE,29,5,TOTAL,"23,00,00,000"
1985,MAR,STATE,31,5,TOTAL,"10,10,00,000"
1985,MAR,STATE,36,5,TOTAL,"1,00,70,00,000"
1985,MAR,STATE,37,5,TOTAL,"15,10,00,000"
1985,MAR,STATE,38,5,TOTAL,"9,10,00,000"
1985,MAR,STATE,39,5,TOTAL,"40,40,00,000"
1985,MAR,STATE,40,5,TOTAL,"10,00,00,000"
1985,MAR,STATE,41,5,TOTAL,"11,40,00,000"
1985,MAR,STATE,42,5,TOTAL,"80,10,00,000"
1985,MAR,STATE,47,5,TOTAL,"18,50,00,000"
1985,MAR,STATE,48,5,TOTAL,"34,50,00,000"
1985,MAR,STATE,49,5,TOTAL,"8,60,00,000"
1985,MAR,STATE,50,5,TOTAL,"20,40,00,000"
1985,MAR,STATE,51,5,TOTAL,"17,50,00,000"
1985,MAR,STATE,53,5,TOTAL,"30,50,00,000"
1985,MAR,STATE,55,5,TOTAL,"2,02,30,00,000"
1985,MAY,STATE,1,5,TOTAL,"4,80,00,000"
1985,MAY,STATE,5,5,TOTAL,"8,10,00,000"
1985,MAY,STATE,6,5,TOTAL,"1,48,60,00,000"
1985,MAY,STATE,8,5,TOTAL,"9,50,00,000"
1985,MAY,STATE,12,5,TOTAL,"18,40,00,000"
1985,MAY,STATE,13,5,TOTAL,"11,50,00,000"
1985,MAY,STATE,16,5,TOTAL,"21,30,00,000"
1985,MAY,STATE,17,5,TOTAL,"23,60,00,000"
1985,MAY,STATE,18,5,TOTAL,"21,30,00,000"
1985,MAY,STATE,19,5,TOTAL,"34,80,00,000"
1985,MAY,STATE,20,5,TOTAL,"11,50,00,000"
1985,MAY,STATE,21,5,TOTAL,"20,30,00,000"
1985,MAY,STATE,22,5,TOTAL,"8,60,00,000"
1985,MAY,STATE,24,5,TOTAL,"14,20,00,000"
1985,MAY,STATE,26,5,TOTAL,"48,60,00,000"
1985,MAY,STATE,27,5,TOTAL,"1,01,90,00,000"
1985,MAY,STATE,28,5,TOTAL,"8,30,00,000"
1985,MAY,STATE,29,5,TOTAL,"26,80,00,000"
1985,MAY,STATE,31,5,TOTAL,"11,60,00,000"
1985,MAY,STATE,36,5,TOTAL,"1,06,60,00,000"
1985,MAY,STATE,37,5,TOTAL,"15,30,00,000"
1985,MAY,STATE,38,5,TOTAL,"11,10,00,000"
1985,MAY,STATE,39,5,TOTAL,"44,00,00,000"
1985,MAY,STATE,40,5,TOTAL,"10,50,00,000"
1985,MAY,STATE,41,5,TOTAL,"13,20,00,000"
1985,MAY,STATE,42,5,TOTAL,"89,30,00,000"
1985,MAY,STATE,47,5,TOTAL,"20,60,00,000"
1985,MAY,STATE,48,5,TOTAL,"35,90,00,000"
1985,MAY,STATE,49,5,TOTAL,"10,00,00,000"
1985,MAY,STATE,50,5,TOTAL,"21,00,00,000"
1985,MAY,STATE,51,5,TOTAL,"18,30,00,000"
1985,MAY,STATE,53,5,TOTAL,"33,20,00,000"
1985,MAY,STATE,55,5,TOTAL,"2,25,50,00,000"
1985,NOV,STATE,1,5,TOTAL,"4,50,00,000"
1985,NOV,STATE,5,5,TOTAL,"6,60,00,000"
1985,NOV,STATE,6,5,TOTAL,"1,37,20,00,000"
1985,NOV,STATE,8,5,TOTAL,"9,40,00,000"
1985,NOV,STATE,12,5,TOTAL,"16,60,00,000"
1985,NOV,STATE,13,5,TOTAL,"10,60,00,000"
1985,NOV,STATE,16,5,TOTAL,"20,00,00,000"
1985,NOV,STATE,17,5,TOTAL,"21,50,00,000"
1985,NOV,STATE,18,5,TOTAL,"19,20,00,000"
1985,NOV,STATE,19,5,TOTAL,"35,10,00,000"
1985,NOV,STATE,20,5,TOTAL,"10,50,00,000"
1985,NOV,STATE,21,5,TOTAL,"17,90,00,000"
1985,NOV,STATE,22,5,TOTAL,"6,80,00,000"
1985,NOV,STATE,24,5,TOTAL,"13,60,00,000"
1985,NOV,STATE,26,5,TOTAL,"45,00,00,000"
1985,NOV,STATE,27,5,TOTAL,"83,30,00,000"
1985,NOV,STATE,28,5,TOTAL,"6,70,00,000"
1985,NOV,STATE,29,5,TOTAL,"23,10,00,000"
1985,NOV,STATE,31,5,TOTAL,"11,20,00,000"
1985,NOV,STATE,36,5,TOTAL,"93,30,00,000"
1985,NOV,STATE,37,5,TOTAL,"14,40,00,000"
1985,NOV,STATE,38,5,TOTAL,"8,40,00,000"
1985,NOV,STATE,39,5,TOTAL,"39,00,00,000"
1985,NOV,STATE,40,5,TOTAL,"9,70,00,000"
1985,NOV,STATE,41,5,TOTAL,"11,40,00,000"
1985,NOV,STATE,42,5,TOTAL,"84,20,00,000"
1985,NOV,STATE,47,5,TOTAL,"17,60,00,000"
1985,NOV,STATE,48,5,TOTAL,"32,30,00,000"
1985,NOV,STATE,49,5,TOTAL,"9,30,00,000"
1985,NOV,STATE,50,5,TOTAL,"19,90,00,000"
1985,NOV,STATE,51,5,TOTAL,"17,40,00,000"
1985,NOV,STATE,53,5,TOTAL,"30,40,00,000"
1985,NOV,STATE,55,5,TOTAL,"1,91,50,00,000"
1985,OCT,STATE,1,5,TOTAL,"4,50,00,000"
1985,OCT,STATE,5,5,TOTAL,"6,70,00,000"
1985,OCT,STATE,6,5,TOTAL,"1,44,40,00,000"
1985,OCT,STATE,8,5,TOTAL,"9,70,00,000"
1985,OCT,STATE,12,5,TOTAL,"16,00,00,000"
1985,OCT,STATE,13,5,TOTAL,"10,60,00,000"
1985,OCT,STATE,16,5,TOTAL,"20,60,00,000"
1985,OCT,STATE,17,5,TOTAL,"22,30,00,000"
1985,OCT,STATE,18,5,TOTAL,"19,60,00,000"
1985,OCT,STATE,19,5,TOTAL,"35,30,00,000"
1985,OCT,STATE,20,5,TOTAL,"11,00,00,000"
1985,OCT,STATE,21,5,TOTAL,"19,00,00,000"
1985,OCT,STATE,22,5,TOTAL,"6,80,00,000"
1985,OCT,STATE,24,5,TOTAL,"14,00,00,000"
1985,OCT,STATE,26,5,TOTAL,"47,60,00,000"
1985,OCT,STATE,27,5,TOTAL,"84,60,00,000"
1985,OCT,STATE,28,5,TOTAL,"6,70,00,000"
1985,OCT,STATE,29,5,TOTAL,"24,20,00,000"
1985,OCT,STATE,31,5,TOTAL,"11,80,00,000"
1985,OCT,STATE,36,5,TOTAL,"97,40,00,000"
1985,OCT,STATE,37,5,TOTAL,"14,70,00,000"
1985,OCT,STATE,38,5,TOTAL,"8,70,00,000"
1985,OCT,STATE,39,5,TOTAL,"41,00,00,000"
1985,OCT,STATE,40,5,TOTAL,"9,70,00,000"
1985,OCT,STATE,41,5,TOTAL,"12,20,00,000"
1985,OCT,STATE,42,5,TOTAL,"85,80,00,000"
1985,OCT,STATE,47,5,TOTAL,"19,30,00,000"
1985,OCT,STATE,48,5,TOTAL,"32,90,00,000"
1985,OCT,STATE,49,5,TOTAL,"9,80,00,000"
1985,OCT,STATE,50,5,TOTAL,"20,70,00,000"
1985,OCT,STATE,51,5,TOTAL,"18,00,00,000"
1985,OCT,STATE,53,5,TOTAL,"32,10,00,000"
1985,OCT,STATE,55,5,TOTAL,"2,03,80,00,000"
1985,SEP,STATE,1,5,TOTAL,"4,30,00,000"
