track_id,track_name,artist_name,artist_count,realeased_date,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts
611,I WANNA BE YOUR SLAVE,M  ne,1,19-03-2021,4873,0,851070493,65,88
612,Vai L   Em Casa ,"Mar  lia Mendon  a, George Henrique &",2,22-10-2021,772,0,263894529,7,3
613,The Feels,TWICE,1,01-10-2021,1150,0,345903614,20,99
614,HEARTBREAK ANNIVERSARY,Giveon,1,21-02-2020,5398,4,951637566,111,127
615,No Lie,"Sean Paul, Dua Lipa",2,18-11-2016,7370,0,956865266,92,127
616,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,13-08-2021,6890,0,427486004,122,11
617,Pope Is a Rockstar,SALES,1,20-04-2016,1966,0,156658366,4,2
618,2055,Sleepy hallow,1,14-04-2021,2226,0,624515457,29,0
619,Bored,Billie Eilish,1,30-03-2017,4204,0,777765388,39,45
620,Happier Than Ever - Edit,Billie Eilish,1,28-07-2021,1959,0,412795151,19,0
621,Astronaut In The Ocean,Masked Wolf,1,01-01-2019,7191,0,1138474110,146,18
622,Ley Seca,"Anuel Aa, Jhay Cortez",2,02-09-2021,2012,0,355219175,101,12
623,Every Summertime,NIKI,1,10-08-2021,1211,2,290228626,30,2
624,Talking To The Moon,Bruno Mars,1,04-10-2010,7109,2,1062956628,5,0
625,you broke me first,Tate McRae,1,17-04-2020,6638,0,1180094974,167,19
626,The Nights,Avicii,1,01-01-2014,17354,8,1456081449,92,122
627,Take My Breath,The Weeknd,1,06-08-2021,6392,0,432702334,174,73
628,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,03-09-2021,5481,0,489945871,144,30
629,C  ,Rauw Alejandro,1,25-06-2021,2636,3,465959382,36,82
630,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,27-10-2021,824,0,1223481149,8,8
631,Dance Monkey,Tones and I,1,10-05-2019,24529,0,2864791672,533,167
632,Lucid Dreams,Juice WRLD,1,15-06-2017,14749,0,2288695111,188,34
633,Qu   M  ,"J Balvin, Maria Becerra",2,28-01-2021,8087,0,720825549,92,34
634,All of Me,John Legend,1,01-08-2013,27221,0,2086124197,308,118
635,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,10-09-1991,49991,9,1690192927,265,121
636,Arcade,Duncan Laurence,1,07-03-2019,6646,0,991336132,107,47
637,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,03-09-2021,5403,6,593917618,118,116
638,Bar,"Tini, L-Gante",2,11-11-2021,755,4,200972675,22,3
639,The Rumbling (TV Size),SiM,1,10-01-2022,254,0,71014967,0,4
640,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,27-08-2021,6308,5,560222750,114,15
641,Mr. Brightside,The Killers,1,23-09-2003,51979,15,1806617704,306,99
642,Blessed-Cursed,ENHYPEN,1,10-01-2022,246,0,77337771,2,12
643,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,24-06-2021,6556,0,528544703,93,5
644,Streets,Doja Cat,1,07-11-2019,5728,0,865640097,85,87
645,Shallow,"Lady Gaga, Bradley Cooper",2,27-09-2018,16636,12,2159346687,368,155
646,Polaroid Love,ENHYPEN,1,10-01-2022,461,0,211372494,10,56
647,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,28-04-2021,4893,4,651732901,143,24
648,Permission to Dance,BTS,1,09-07-2021,1801,2,608334048,77,134
649,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,15-01-2021,12043,0,863756573,209,54
650,RAPSTAR,Polo G,1,09-04-2021,4731,0,797402345,141,12
651,'Till I Collapse,"Eminem, Nate Dogg",2,26-05-2002,22923,0,1695712020,78,46
652,Memories,Maroon 5,1,20-09-2019,9974,2,1759567999,272,67
653,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tav  rez, Sech, Dalex, Dimelo Flow, Rich Music",8,12-08-2021,1560,0,223319934,72,0
654,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,07-01-2022,620,0,54937991,17,3
655,When I   m Gone (with Katy ,"Katy Perry, Alesso",2,29-12-2021,3270,0,226897599,89,21
656,Esque  a-Me Se For C,"Mar  lia Mendon  a, Maiara &",2,14-10-2021,580,0,258316038,24,92
657,Mi  n,"Tini, Maria Becerra",2,29-04-2021,3406,16,596152090,61,23
658,S  ,"Anuel Aa, Myke Towers, Jhay Cortez",3,18-11-2021,903,0,177129919,30,26
659,MAMIII,"Karol G, Becky G",2,10-02-2022,6809,28,716591492,151,102
660,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,01-01-1999,33966,0,1210599487,141,78
661,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,11-02-2022,590,5,246376690,4,113
662,Boyfriend,Dove Cameron,1,11-02-2022,3766,0,496311364,76,0
663,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,11-02-2022,1430,0,146789379,46,1
664,The Next Episode,"Dr. Dre, Snoop Dogg",2,01-01-1999,31762,0,843309044,142,40
665,Light Switch,Charlie Puth,1,19-01-2022,4049,0,500340342,119,6
666,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,11-02-2022,2096,0,107255472,34,3
667,Brividi,"Mahmood, Blanco",2,02-02-2022,1175,0,135079152,34,1
668,Lost,Frank Ocean,1,01-01-2012,29499,11,822239726,124,27
669,In Da Club,50 Cent,1,01-01-2002,30427,7,1202722675,235,106
670,she's all i wanna be,Tate McRae,1,04-02-2022,2711,0,343197054,105,12
671,Ginseng Strip 2002,Yung Lean,1,16-08-2013,4310,0,240769997,13,0
672,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,04-08-2019,5342,0,426204830,33,123
673,Notion,The Rare Occasions,1,05-08-2016,2393,0,421135627,22,13
674,Formula,Labrinth,1,04-10-2019,3444,7,554875730,24,85
675,Mount Everest,Labrinth,1,21-06-2019,5443,0,467727006,45,1
676,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,24-07-2020,272,4,327498031,7,21
677,Cigarettes,Juice WRLD,1,10-12-2021,975,0,185408548,11,0
678,"Cay   La Noche (feat. Cruz Cafun  , Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun  , B  jo, Abhir Hathi",7,14-01-2022,1034,1,245400167,19,5
679,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,28-12-1995,18773,0,579395142,128,17
680,Forgot About Dre,"Eminem, Dr. Dre",2,01-01-1999,19067,0,675039469,78,15
681,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,19-11-2021,3541,2,252871192,57,13
682,Mujeriego,Ryan Castro,1,17-12-2021,1492,0,231996128,44,63
683,HUMBLE.,Kendrick Lamar,1,30-03-2017,33206,1,1929770265,284,114
684,Stan,"Eminem, Dido",2,21-11-1999,17115,0,918915401,83,63
685,Contection,"GODZZ__-, Zakaria",2,16-01-2020,6955,0,1180896317,65,45
686,Swim,Chase Atlantic,1,04-10-2017,2742,0,498960285,5,1
687,A Tu Merced,Bad Bunny,1,29-02-2020,4214,11,685071800,21,20
688,Numb Little Bug,Em Beihold,1,28-01-2022,2026,0,258714692,47,3
689,212,"Mainstreet, Chefin",2,15-01-2022,352,0,143139338,10,0
690,Problem ,"Alvaro Diaz, Rauw Alejandro",2,22-10-2021,1517,0,209768491,42,7
691,Bussin,"Nicki Minaj, Lil Baby",2,11-02-2022,847,0,64714573,25,0
692,Worst Day,Future,1,11-02-2022,910,0,50746620,20,3
693,Malvada,Z   Fe,1,28-01-2022,601,0,154119539,28,73
694,Hrs and Hrs,Muni Long,1,19-11-2021,1800,0,181328253,43,36
695,Alien Blues,Vundabar,1,24-07-2015,1930,0,370068639,3,0
696,Thinking Out Loud,Ed Sheeran,1,01-01-2014,33032,0,2280566092,363,129
697,Still Don't Know My Name,Labrinth,1,04-10-2019,6332,0,563902868,47,116
698,Christmas Tree,V,1,24-12-2021,509,9,317622165,8,106
699,Mal Feito - Ao Vivo,"Mar  lia Mendon  a, Hugo & G",2,14-01-2022,971,2,291709698,35,104
700,When I R.I.P.,Labrinth,1,04-10-2019,2578,0,203680270,8,67
701,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,04-02-2022,1064,0,81350745,42,1
702,Forever,Labrinth,1,04-10-2019,3618,0,282883169,21,86
703,Gospel (with Eminem),"Eminem, Dr. Dre",2,04-02-2022,1040,0,64787943,8,0
704,Se  o,"Shawn Mendes, Camila Cabello",2,19-06-2019,15010,2,2484812918,453,50
705,NEW MAGIC WAND,"Tyler, The Creator",2,16-05-2019,4708,0,461437791,13,7
706,Adore You,Harry Styles,1,06-12-2019,13454,1,1439191367,246,71
707,La Santa,"Daddy Yankee, Bad Bunny",2,29-02-2020,4890,20,759208783,52,42
708,Something In The Way - Remastered 2021,Nirvana,1,24-09-1991,9514,0,368646862,45,27
709,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,11-03-2022,3501,0,299634472,69,2
710,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,04-03-2022,6111,4,756907987,185,40
711,Una Noche en Medell ,Cris Mj,1,21-01-2022,5415,32,682475162,46,16
712,Envolver,Anitta,1,11-11-2021,4673,2,546191065,123,113
713,Starlight,Dave,1,03-03-2022,1856,3,229473310,29,40
714,Hati-Hati di Jalan,Tulus,1,03-03-2022,200,2,202677468,12,4
715,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,04-02-2022,1888,0,121913181,26,1
716,DAN  A,"Mc Pedrinho, Pedro Sampaio",2,01-02-2022,911,2,208166039,45,0
717,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,04-05-2004,2954,2,527033089,18,82
718,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,03-03-2022,461,0,94616487,7,11
719,Jordan,Ryan Castro,1,30-04-2021,2844,2,394030335,29,2
720,Nail Tech,Jack Harlow,1,18-02-2022,2939,0,193443895,42,0
721,Chale,Eden Mu  ,1,18-02-2022,695,11,299648208,16,41
722,DARARI,Treasure,1,15-02-2022,328,0,182978249,10,21
723,Ya No Somos Ni Seremos,Christian Nodal,1,18-02-2022,866,16,319757142,27,84
724,Thinking with My Dick,"Kevin Gates, Juicy J",2,16-07-2013,1550,0,109091573,0,0
725,Freaky Deaky,"Tyga, Doja Cat",2,25-02-2022,1729,0,153240879,26,1
726,this is what falling in love feels like,JVKE,1,03-09-2021,2005,0,346127840,16,5
727,La Zona,Bad Bunny,1,29-02-2020,1188,0,312622938,13,1
728,Bohemian Rhapsody - Remastered 2011,Queen,1,31-10-1975,40112,3,2197010679,321,162
729,Hope,XXXTENTACION,1,16-03-2018,3659,0,1200808494,11,10
730,Levitating,Dua Lipa,1,27-03-2020,9833,0,797196073,233,82
731,Wake Me Up - Radio Edit,Avicii,1,01-01-2013,50887,34,1970673297,315,160
732,"jealousy, jealousy",Olivia Rodrigo,1,21-05-2021,3257,0,665765558,10,0
733,Mon  y so,YEAT,1,10-09-2021,1473,0,263779030,2,0
734,Demasiadas Mujeres,C. Tangana,1,08-10-2020,2226,0,339473453,36,2
735,Something Just Like This,"The Chainsmokers, Coldplay",2,22-02-2017,23375,21,2204080728,336,188
736,Closer,"The Chainsmokers, Halsey",2,31-05-2016,28032,0,2591224264,315,159
737,O.O,NMIXX,1,22-02-2022,290,0,135444283,9,66
738,Somebody That I Used To Know,"Gotye, Kimbra",2,01-01-2011,42798,0,1457139296,217,136
739,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,28-06-2019,2605,0,236872197,15,48
740,First Class,Jack Harlow,1,08-04-2022,8737,0,694525298,163,32
741,Plan A,Paulo Londra,1,23-03-2022,1105,0,240661097,32,0
742,Fuera del mercado,Danny Ocean,1,17-02-2022,2499,21,421365166,68,24
743,X   LTIMA,"Daddy Yankee, Bad Bunny",2,25-03-2022,2697,1,349746291,55,3
744,When You're Gone,Shawn Mendes,1,31-03-2022,2092,0,255120451,75,11
745,In My Head,Lil Tjay,1,01-04-2022,1185,0,190981339,21,0
746,Wait a Minute!,Willow,1,11-01-2015,11985,0,924193303,79,80
747,LOVE DIVE,IVE,1,05-04-2022,753,8,305771063,28,124
748,Pantysito,"Feid, Alejo, Robi",3,18-03-2022,2995,0,273005485,49,17
749,Chance,Paulo Londra,1,06-04-2022,225,0,89566512,11,0
750,Cool for the Summer,Demi Lovato,1,01-01-2015,9243,0,677389855,155,5
751,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,07-04-2022,918,0,75476209,24,0
752,Angel Baby,Troye Sivan,1,09-09-2021,1959,9,408843328,52,25
753,Vampiro,"Matu  , Wiu, ",3,30-01-2022,540,4,187772591,26,3
754,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,31-03-2022,859,0,178512385,14,0
755,Right On,Lil Baby,1,08-04-2022,1116,0,101780047,31,9
756,Me Arrepent ,"Ak4:20, Cris Mj, Pailita",3,30-03-2022,273,2,118381354,12,2
757,That's Hilarious,Charlie Puth,1,08-04-2022,686,2,146363130,11,6
758,Soy El Unico,Yahritza Y Su Esencia,1,25-03-2022,226,0,126443991,5,0
759,RUMBAT ,Daddy Yankee,1,25-03-2022,1264,0,157990698,20,4
760,sentaDONA (Remix) s2,"Lu  sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,17-03-2022,870,0,176290831,32,0
761,Falling,Harry Styles,1,13-12-2019,7556,0,1023187129,124,24
762,Sigue,"Ed Sheeran, J Balvin",2,24-11-1996,1370,0,106933107,46,8
763,Fim de Semana no Rio,teto,1,30-03-2022,315,2,139193812,27,2
764,MANIAC,Stray Kids,1,18-03-2022,651,0,212234990,6,188
765,There's Nothing Holdin' Me Back,Shawn Mendes,1,23-09-2016,12382,0,1714490998,229,57
766,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,18-03-2022,625,0,197643795,10,2
767,Golden,Harry Styles,1,13-12-2019,8429,1,807015863,85,24
768,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,01-01-2013,52898,0,933815613,203,1
769,Ain't Shit,Doja Cat,1,25-06-2021,3436,0,499710590,32,6
770,"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar   s Turning Red), Topher Ngo, Grayson Vill",6,25-02-2022,918,0,120847157,34,39
771,Still Life,BIGBANG,1,05-04-2022,181,0,53909146,16,14
772,Photograph,Ed Sheeran,1,20-06-2014,18778,3,2236667932,228,105
773,Love Yourself,Justin Bieber,1,09-11-2015,22730,5,2123309722,289,87
774,N95,Kendrick Lamar,1,13-05-2022,5542,0,301242089,52,16
775,About Damn Time,Lizzo,1,14-04-2022,9021,0,723894473,242,49
776,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,13-05-2022,4627,0,237351106,38,13
777,Despu  s de la P,Bad Bunny,1,06-05-2022,2229,0,461558540,27,44
778,Un Ratito,Bad Bunny,1,06-05-2022,1112,6,417230415,7,30
779,United In Grief,Kendrick Lamar,1,13-05-2022,2575,0,156898322,4,5
780,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,13-05-2022,3107,0,127309180,4,0
781,Yo No Soy Celoso,Bad Bunny,1,06-05-2022,1179,0,313113297,7,21
782,Rich Spirit,Kendrick Lamar,1,13-05-2022,3486,0,173702135,20,10
783,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,12-05-2022,2942,0,271666301,42,28
784,Me Fui de Vacaciones,Bad Bunny,1,06-05-2022,1443,0,305650299,9,11
785,Silent Hill,"Kendrick Lamar, Kodak Black",2,13-05-2022,3028,0,123216717,22,0
786,La Corriente,"Tony Dize, Bad Bunny",2,06-05-2022,1796,8,479655659,8,25
787,Count Me Out,Kendrick Lamar,1,13-05-2022,2729,0,126191104,3,7
788,Andrea,"Buscabulla, Bad Bunny",2,06-05-2022,1195,0,344055883,8,30
789,Dos Mil 16,Bad Bunny,1,06-05-2022,892,3,338422004,10,24
790,We Cry Together,"Kendrick Lamar, Taylour Paige",2,13-05-2022,1635,0,68895644,4,1
791,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,13-05-2022,2291,0,86176890,9,0
792,Un Coco,Bad Bunny,1,06-05-2022,1029,28,403231558,5,28
793,Otro Atardecer,"Bad Bunny, The Mar  ",2,06-05-2022,1681,7,319546754,10,30
794,Worldwide Steppers,Kendrick Lamar,1,13-05-2022,1480,0,61739839,1,0
795,Aguacero,Bad Bunny,1,06-05-2022,829,0,283359161,4,15
796,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,13-05-2022,2308,0,76831876,7,0
797,Un Verano Sin Ti,Bad Bunny,1,06-05-2022,1004,1,283332261,8,12
798,ULTRA SOLO,"Polima WestCoast, Pailita",2,14-02-2022,1367,0,307752576,48,4
799,Ens    ame ,Bad Bunny,1,06-05-2022,1112,3,279737940,7,25
800,El Apag ,Bad Bunny,1,06-05-2022,1209,0,212351890,9,7
801,Callaita,"Bad Bunny, Tainy",2,31-05-2019,9539,15,1304313953,162,116
802,Dua Lipa,Jack Harlow,1,06-05-2022,1992,0,150500965,35,0
803,Agosto,Bad Bunny,1,06-05-2022,897,0,246127838,6,20
804,House Of Memories,Panic! At The Disco,1,15-01-2016,2948,0,582863434,10,2
805,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,13-05-2022,1860,0,58687425,1,0
806,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,29-04-2022,802,0,212109195,16,81
807,In The Stars,Benson Boone,1,29-04-2022,2224,8,382199619,48,40
808,Rich - Interlude,Kendrick Lamar,1,13-05-2022,1103,0,41210087,0,0
809,SUPERMODEL,M  ne,1,13-05-2022,2265,0,231657891,93,12
810,Stefania (Kalush Orchestra),KALUSH,1,10-03-2022,555,0,53729194,10,4
811,Thousand Miles,The Kid Laroi,1,22-04-2022,2050,0,244741137,52,9
812,Crown,Kendrick Lamar,1,13-05-2022,1493,0,42485571,2,0
813,Auntie Diaries,Kendrick Lamar,1,13-05-2022,1545,0,37778188,1,0
814,PUFFIN ON ZOOTIEZ,Future,1,29-04-2022,2350,0,254218729,28,42
815,Mirror,Kendrick Lamar,1,13-05-2022,1929,0,53603447,2,0
816,Beautiful Girl,Luciano,1,22-04-2022,710,4,160035717,16,11
817,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,25-04-2022,928,0,164163229,19,0
818,Savior - Interlude,Kendrick Lamar,1,13-05-2022,1194,0,37091576,0,0
819,Pasoori,"Shae Gill, Ali Sethi",2,06-02-2022,349,6,284249832,10,22
820,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,13-05-2022,1890,0,33381454,3,0
821,TUS L  GR,"Sech, Mora",2,01-04-2022,1308,2,184622518,23,16
822,Where Did You Go?,"MNEK, Jax Jones",2,26-01-2022,4531,0,300983101,135,74
823,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,06-05-2022,1657,0,121077868,15,3
824,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,29-04-2022,1351,0,106919680,26,1
825,ZOOM,Jessi,1,13-04-2022,608,0,136996305,5,29
826,SloMo,Chanel,1,24-12-2021,1211,0,65719930,31,0
827,FEARLESS,LE SSERAFIM,1,02-05-2022,629,0,229497852,18,75
828,10 Things I Hate About You,Leah Kate,1,23-03-2022,1301,0,185550869,23,1
829,SPACE MAN,Sam Ryder,1,22-02-2022,1329,0,54682594,42,51
830,With you,"HA SUNG WOON, Jimin",2,24-04-2022,343,2,240580042,4,35
831,Iris,The Goo Goo Dolls,1,31-03-1998,13101,9,1284942608,137,5
832,The Heart Part 5,Kendrick Lamar,1,08-05-2022,2939,0,71423324,29,0
833,San Lucas,Kevin Kaarl,1,07-11-2019,407,1,244891912,5,0
834,This Love (Taylor   s Ve,Taylor Swift,1,06-05-2022,1492,0,132171975,26,2
835,Good Looking,Suki Waterhouse,1,20-10-2017,2264,0,184706613,11,6
836,Flowers,Lauren Spencer Smith,1,09-08-2021,801,0,184826429,42,9
837,Yet To Come,BTS,1,10-06-2022,829,0,302006641,32,110
838,Run BTS,BTS,1,10-06-2022,736,0,330881149,5,132
839,Music For a Sushi Restaurant,Harry Styles,1,20-05-2022,4449,1,334733572,80,11
840,Matilda,Harry Styles,1,20-05-2022,3218,3,366214458,29,10
841,For Youth,BTS,1,10-06-2022,327,0,114546317,5,40
842,Daylight,Harry Styles,1,20-05-2022,2775,0,290833204,21,11
843,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,06-05-2022,4576,0,448500832,79,13
844,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,10-06-2022,2313,0,136676504,34,0
845,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,27-05-2022,3983,0,190625045,73,45
846,Born Singer,BTS,1,10-06-2022,279,0,79095270,0,18
847,Little Freak,Harry Styles,1,20-05-2022,2302,0,273194684,20,3
848,La Llevo Al Cielo (Ft.   engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,20-05-2022,3559,3,333146475,36,1
849,True Love,"Kanye West, XXXTENTACION",2,27-05-2022,2129,0,194902696,23,1
850,Satellite,Harry Styles,1,20-05-2022,3291,5,311482393,43,28
851,Pass The Dutchie,Musical Youth,1,01-01-1982,5328,0,195918494,54,76
852,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,08-06-2022,1401,0,248511839,26,16
853,Love Of My Life,Harry Styles,1,20-05-2022,1933,0,233671263,13,2
854,Grapejuice,Harry Styles,1,20-05-2022,1986,0,199587884,7,1
855,So Good,Halsey,1,09-06-2022,1057,0,91781263,51,14
856,Belly Dancer,"BYOR, Imanbek",2,18-02-2022,5115,13,383835984,109,38
857,Keep Driving,Harry Styles,1,20-05-2022,2094,1,236060709,8,1
858,Cinema,Harry Styles,1,20-05-2022,2171,0,189236868,18,1
859,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,25-05-2022,896,0,160845341,19,0
860,Only Love Can Hurt Like This,Paloma Faith,1,01-01-2014,5148,0,588955257,90,22
861,Hold My Hand,Lady Gaga,1,03-05-2022,2528,0,238350348,63,8
862,Daydreaming,Harry Styles,1,20-05-2022,1900,1,187703102,15,1
863,Numb,"Marshmello, Khalid",2,10-06-2022,3879,2,295307001,107,76
864,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,02-06-2022,896,0,138334433,0,0
865,Me and Your Mama,Childish Gambino,1,10-11-2016,8775,0,445590495,33,60
866,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,18-03-2022,5290,0,286739476,139,73
867,SLOW DANCING IN THE DARK,Joji,1,12-09-2018,10211,0,1122364376,38,79
868,Antes de Perderte,Duki,1,02-06-2022,584,8,157136970,12,1
869,Boyfriends,Harry Styles,1,20-05-2022,1517,0,137070925,26,2
870,295,Sidhu Moose Wala,1,15-05-2021,246,4,183273246,4,106
871,Tak Ingin Usai,Keisya Levronka,1,13-05-2022,220,4,184807630,16,5
872,En El Radio Un Cochinero,Victor Cibrian,1,13-05-2022,514,0,164856284,5,36
873,Master of Puppets (Remastered),Metallica,1,03-03-1986,6080,0,704171068,112,198
874,BREAK MY SOUL,Beyonc ,1,21-06-2022,9724,0,354614964,222,61
875,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,16-06-2022,2341,0,279717388,37,2
876,Massive,Drake,1,17-06-2022,5263,0,195628667,66,89
877,Betty (Get Money),Yung Gravy,1,10-06-2022,2402,0,221752937,45,2
878,Ojos Marrones,Lasso,1,06-02-2022,795,11,263280370,26,18
879,POP!,Nayeon,1,24-06-2022,571,0,213505179,19,21
880,Layla,"Sch  rze, DJ R",2,24-03-2022,832,3,130419412,18,124
881,MORE,j-hope,1,01-07-2022,565,0,155795783,6,52
882,Sweet Child O' Mine,Guns N' Roses,1,01-01-1987,41231,1,1553497987,228,151
883,Last Last,Burna Boy,1,12-05-2022,4526,12,293466523,156,275
884,SNAP,Rosa Linn,1,19-03-2022,1818,0,711366595,3,0
885,Sticky,Drake,1,17-06-2022,2814,0,191448892,38,105
886,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,01-07-2022,1601,0,85924992,11,0
887,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,03-06-2022,894,4,176103902,28,0
888,La Loto,"Anitta, Tini, Becky G",3,06-07-2022,945,0,121189256,49,3
889,die first,Nessa Barrett,1,24-06-2022,767,0,131746175,25,0
890,Afraid To Feel,LF System,1,02-05-2022,5898,5,244790012,129,55
891,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,10-06-2022,685,2,129314708,17,0
892,ciimo dormi,Rels B,1,04-08-2022,1452,35,331511413,16,15
893,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,05-08-2022,1456,0,219196651,53,2
894,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,05-08-2022,2107,0,170732845,51,1
895,Caile,Luar La L,1,18-12-2020,1494,2,273914335,17,12
896,Si Te La Encuentras Por Ah ,Feid,1,05-08-2022,1379,4,179061440,23,10
897,GIVENCHY,Duki,1,20-07-2022,625,4,185236961,13,18
898,ALIEN SUPERSTAR,Beyonc ,1,29-07-2022,2688,0,171788484,39,47
899,Mary On A Cross,Ghost,1,13-09-2019,2668,2,387080183,38,266
900,Attention,NewJeans,1,01-08-2022,799,12,264717480,14,141
901,THE SHADE,Rex Orange County,1,11-03-2022,1189,6,244928911,17,10
902,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,12-07-2022,367,0,97610446,28,67
903,El Rescate,"Grupo Marca Registrada, Junior H",2,22-07-2022,527,4,287278853,10,43
904,Heartless,Kanye West,1,01-01-2008,17504,34,887906111,63,39
905,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,15-07-2022,3113,0,123473120,54,6
906,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,15-08-2022,685,5,295152154,15,79
907,JGL,"Luis R Conriquez, La Adictiva",2,18-02-2022,782,9,323455692,15,33
908,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,16-06-2022,2442,0,240918092,81,4
909,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,20-05-2022,1112,4,191873381,22,2
910,Hold Me Closer,"Elton John, Britney Spears",2,10-11-2017,4967,0,284216603,165,10
911,Forget Me,Lewis Capaldi,1,09-09-2022,2520,4,239411309,93,95
912,After LIKE,IVE,1,22-08-2022,767,12,265548837,20,129
913,Bound 2,Kanye West,1,01-01-2013,19806,7,703301727,33,11
914,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,15-06-2022,5153,6,244585109,102,53
915,Talk that Talk,TWICE,1,26-08-2022,615,0,189476119,14,77
916,BILLIE EILISH.,Armani White,1,20-01-2022,2537,0,277132266,49,1
917,Ferxxo 100,Feid,1,03-06-2022,1647,30,278920007,20,49
918,KU LO SA - A COLORS SHOW,Oxlade,1,10-06-2022,2019,8,222410722,117,72
919,Prohibidox,Feid,1,13-09-2022,1473,12,185392587,25,36
920,Static,Steve Lacy,1,15-07-2022,1613,0,202452860,21,15
921,The Scientist,Coldplay,1,05-08-2002,30992,6,1608164312,124,25
922,Sparks,Coldplay,1,10-07-2000,10826,4,624101957,24,0
