track_id,track_name,artist_name,artist_count,realeased_date,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts
310,People Pt.2 (feat. IU),"IU, Agust D",2,07-04-2023,209,4,95816024,4,45
311,REMIX EXCLUSIVO,Feid,1,17-03-2023,1235,9,117206995,20,8
312,"Arc  ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,22-03-2023,654,3,100409613,11,3
313,DOGTOOTH,"Tyler, The Creator",2,27-03-2023,1479,0,80758350,23,0
314,10:35,"Ti  sto, Tate M",2,01-11-2022,4942,26,325592432,190,104
315,SORRY NOT SORRY,"Tyler, The Creator",2,31-03-2023,709,0,58473276,8,1
316,HAPPY,NF,1,25-03-2023,660,0,52722996,22,7
317,La Bebe,Yng Lvcas,1,24-12-2021,489,17,191945597,4,11
318,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,24-03-2023,407,0,77377503,16,15
319,Late Night Talking,Harry Styles,1,20-05-2022,7461,8,743693613,166,42
320,Le ,Mar  lia Mendo,1,09-12-2022,993,4,267789608,30,84
321,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,20-03-2020,9161,5,1221813483,240,98
322,Something in the Orange,Zach Bryan,1,22-04-2022,3282,12,449701773,67,84
323,VOID,Melanie Martinez,1,29-03-2023,596,0,67070410,29,9
324,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,14-03-2023,320,6,116334601,5,48
325,Midnight Rain,Taylor Swift,1,21-10-2022,2612,4,433356509,19,29
326,If We Ever Broke Up,Mae Stephens,1,10-02-2023,2040,4,165584767,81,27
327,You Proof,Morgan Wallen,1,13-05-2022,2128,9,367814306,37,88
328,LA INOCENTE,"Feid, Mora",2,01-04-2022,2598,37,477033549,28,57
329,Malas Decisiones,Kenia OS,1,26-10-2022,542,2,156214700,23,2
330,Murder In My Mind,Kordhell,1,21-01-2022,2459,20,448843705,20,68
331,Gangsta's Paradise,"Coolio, L.V.",2,11-07-1995,10624,17,1357608774,21,0
332,CAIRO,"Karol G, Ovy On The Drums",2,13-11-2022,2418,26,294352144,52,66
333,I Love You So,The Walters,1,28-11-2014,7536,7,972164968,44,19
334,Dark Red,Steve Lacy,1,20-02-2017,10431,7,920045682,71,53
335,Say You Won't Let Go,James Arthur,1,09-09-2016,15722,16,2420461338,231,37
336,The Hills,The Weeknd,1,27-05-2015,25744,4,1947371785,122,94
337,Heart To Heart,Mac DeMarco,1,10-05-2019,1640,0,244658767,27,27
338,Peaches (from The Super Mario Bros. Movie),Jack Black,1,07-04-2023,34,0,68216992,0,0
339,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,15-12-2022,1845,16,223582566,20,8
340,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,25-07-2022,3301,30,471819764,72,64
341,Low,SZA,1,09-12-2022,1911,0,272377463,23,71
342,Numb,Linkin Park,1,24-03-2003,20111,5,1361425037,39,0
343,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,24-02-2023,1529,0,149778242,32,18
344,on the street (with J. Cole),"j-hope, J. Cole",2,03-03-2023,615,2,116599790,22,82
345,One Thing At A Time,Morgan Wallen,1,02-12-2022,811,4,148469433,11,58
346,Miss You,"Robin Schulz, Oliver Tree",2,05-08-2022,5730,10,497225336,108,16
347,Ain   t Tha,Morgan Wallen,1,03-03-2023,356,4,88791109,4,20
348,Thinkin    B,Morgan Wallen,1,03-03-2023,604,6,125917280,22,101
349,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,23-02-2023,1190,0,105062254,29,3
350,Everything I Love,Morgan Wallen,1,31-01-2023,579,0,95623148,11,54
351,Heaven,Niall Horan,1,17-02-2023,1553,2,144584800,61,6
352,LET GO,Central Cee,1,15-12-2022,2301,20,298063749,49,23
353,Sial,Mahalini,1,23-01-2023,134,4,166570053,4,6
354,I Wrote The Book,Morgan Wallen,1,31-01-2023,430,0,83021468,15,17
355,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,05-11-2022,86,0,139836056,11,101
356,SPIT IN MY FACE!,ThxSoMch,1,31-10-2022,629,14,303216294,32,3
357,PLAYA DEL INGL ,"Myke Towers, Quevedo",2,15-12-2022,1701,15,221409663,30,15
358,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,03-03-2023,329,0,58890931,14,35
359,Red Ruby Da Sleeze,Nicki Minaj,1,03-03-2023,1168,0,81419389,45,11
360,Kahani Suno 2.0,Kaifi Khalil,1,31-05-2022,162,6,156777415,1,10
361,Nobody Gets Me,SZA,1,09-12-2022,2536,6,284908316,59,100
362,PERO T ,"Karol G, Quevedo",2,23-02-2023,387,11,93438910,11,15
363,Hype Boy,NewJeans,1,01-08-2022,892,17,363472647,20,119
364,Bloody Mary,Lady Gaga,1,01-01-2011,3909,0,372476382,66,26
365,Monoton ,"Ozuna, Shakira",2,19-10-2022,3645,15,380726517,118,34
366,   98 Braves,Morgan Wallen,1,03-03-2023,282,0,56533272,6,15
367,WANDA,Quevedo,1,20-01-2023,888,22,175399345,11,24
368,Thought You Should Know,Morgan Wallen,1,06-05-2022,968,4,203221468,16,53
369,In The End,Linkin Park,1,24-10-2000,25065,6,1624165576,63,0
370,Zona De Perigo,Leo Santana,1,08-12-2022,531,4,134294498,20,1
371,Lovezinho,Treyce,1,28-07-2022,242,0,70069745,12,2
372,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,03-06-2022,5281,14,609293408,94,21
373,Neverita,Bad Bunny,1,06-05-2022,2590,30,671365962,20,64
374,Vista Al Mar,Quevedo,1,08-09-2022,1769,34,362361576,16,19
375,Sem Alian  a no ,"MC Xenon, Os Gemeos da Putaria",2,23-12-2022,454,4,93587665,6,1
376,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,03-09-2021,6180,7,1223481149,122,88
377,Revenge,XXXTENTACION,1,25-08-2017,3600,11,1022258230,7,0
378,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,03-11-2022,1254,6,263453310,26,69
379,LA CANCI ,"J Balvin, Bad Bunny",2,28-06-2019,6398,31,1435127549,177,109
380,Qu   Ago,"Yuridia, Angela Aguilar",2,20-10-2022,660,15,236857112,19,59
381,Love Again,The Kid Laroi,1,27-01-2023,1283,0,147538971,57,4
382,After Hours,The Weeknd,1,19-02-2020,8084,6,698086140,45,115
383,About Damn Time,Lizzo,1,15-07-2022,2332,2,723894473,0,0
384,Born With A Beer In My Hand,Morgan Wallen,1,03-03-2023,203,0,34450974,5,9
385,                     ,Fujii Kaze,1,20-05-2020,685,14,403097450,24,94
386,Besos Moja2,"Wisin & Yandel, ROSAL ",2,29-09-2022,2460,13,309483971,53,7
387,Maan Meri Jaan,King,1,12-10-2022,288,6,319566866,11,80
388,Moscow Mule,Bad Bunny,1,06-05-2022,4572,33,909001996,74,113
389,My Universe,"Coldplay, BTS",2,24-09-2021,6127,13,1061966512,0,0
390,Devil Don   ,Morgan Wallen,1,03-03-2023,166,0,32526947,2,10
391,LLYLM,ROSAL ,1,27-01-2023,1838,0,124988687,105,41
392,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,27-01-2023,1890,0,103787664,86,1
393,TRUSTFALL,P!nk,1,27-01-2023,2098,16,134255790,88,24
394,ANTIFRAGILE,LE SSERAFIM,1,17-10-2022,761,12,301051721,23,95
395,Boy's a liar,PinkPantheress,1,30-11-2022,1225,0,156338624,27,0
396,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,13-01-2023,415,2,152850295,15,40
397,Shirt,SZA,1,28-10-2022,3469,0,309653982,71,95
398,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,28-10-2022,3311,0,297328960,129,31
399,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,22-09-2022,2616,0,332506354,113,17
400,"Sex, Drugs, Etc.",Beach Weather,1,04-11-2016,3006,16,480507035,47,60
401,Boy With Luv (feat. Halsey),"Halsey, BTS",2,12-04-2019,4260,0,1065580332,113,92
402,"Hey, Mickey!",Baby Tate,1,27-09-2016,482,0,122763672,9,1
403,Calm Down,R  ,1,09-02-2022,4013,10,445763624,107,44
404,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,22-12-2022,138,4,1365184,13,78
405,Escapism. - Sped Up,"RAYE, 070 Shake",2,25-11-2022,1368,0,184308753,12,1
406,Space Song,Beach House,1,01-01-2015,17852,4,789753877,69,76
407,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,20-11-2022,889,20,323358833,11,78
408,Te Felicito,"Shakira, Rauw Alejandro",2,21-04-2022,4796,9,606361689,124,66
409,Mu  ,"Steve Aoki, Tini, La Joaqui",3,12-01-2023,658,6,120972253,33,7
410,TV,Billie Eilish,1,21-07-2022,3009,2,338564981,68,89
411,I'm Not The Only One,Sam Smith,1,01-01-2014,17492,3,1606986953,136,24
412,Heather,Conan Gray,1,20-03-2020,6170,7,1301799902,82,1
413,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,12-12-2022,130,4,140187018,21,79
414,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,02-06-2017,27705,10,1897517891,537,122
415,Sugar Rush Ride,TOMORROW X TOGETHER,1,27-01-2023,359,0,107642809,12,56
416,Pink Venom,BLACKPINK,1,19-08-2022,1963,16,551305895,57,119
417,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,27-04-2022,5491,14,556585270,128,84
418,Don't Start Now,Dua Lipa,1,31-10-2019,27119,0,2303033973,532,77
419,After Dark,Mr.Kitty,1,08-08-2014,1776,14,646886885,1,9
420,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,16-09-2022,1473,4,222612678,27,64
421,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,23-07-2021,13315,0,1814349763,300,47
422,MIDDLE OF THE NIGHT,Elley Duh ,1,10-01-2020,4057,8,872137015,78,21
423,Atlantis,Seafret,1,22-04-2015,3045,6,571386359,43,53
424,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,22-09-2022,3006,12,304079786,54,32
425,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,09-09-2022,852,0,174006928,14,1
426,How Do I Say Goodbye,Dean Lewis,1,05-08-2022,2163,15,284785823,72,97
427,Blind,SZA,1,09-12-2022,1484,0,163284000,22,51
428,Die For You,Joji,1,04-11-2022,1703,0,246390068,38,45
429,Doja,Central Cee,1,20-07-2022,4169,44,482257456,57,44
430,Gatita,Bellakath,1,03-10-2022,1054,0,168684524,9,0
431,Rumble,"Skrillex, Flowdan, Fred again..",3,17-01-2022,2849,0,78489819,39,45
432,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,02-12-2022,1602,0,195516622,12,22
433,Yonaguni,Bad Bunny,1,04-06-2021,9644,28,1260594497,120,86
434,Super Freaky Girl,Nicki Minaj,1,12-08-2022,4827,0,428685680,104,17
435,Running Up That Hill (A Deal With God),Kate Bush,1,16-09-1985,21811,0,1024858327,117,1
436,Dream On,Aerosmith,1,05-01-1973,168,0,838586769,0,0
437,Limbo,Freddie Dredd,1,11-08-2022,688,0,199386237,14,1
438,Where Are You Now,"Lost Frequencies, Calum Scott",2,30-07-2021,10565,44,972509632,238,122
439,WORTH NOTHING,"Twisted, Oliver Tree",2,28-09-2022,1612,0,213438580,34,54
440,Bad Habits,Ed Sheeran,1,03-09-2020,12755,8,1555511105,344,97
441,KICK BACK,Kenshi Yonezu,1,12-10-2022,574,4,210038833,38,101
442,Evergreen (You Didn   t Deserve Me A,Omar Apollo,1,08-04-2022,2499,0,227918678,70,0
443,Good Days,SZA,1,24-12-2020,10426,2,826623384,133,109
444,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,27-03-2020,15894,8,1802514301,198,13
445,Woman,Doja Cat,1,25-06-2021,9424,0,1329090101,202,50
446,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,14-09-2022,713,7,181831132,2,4
447,Ferrari,"James Hype, Miggy Dela Rosa",2,14-03-2022,7758,28,462791599,173,79
448,"You're On Your Own, Kid",Taylor Swift,1,21-10-2022,2537,2,348647203,8,18
449,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,17-07-2022,292,6,366599607,26,98
450,Agudo M  gi,"Styrx, utku INC, Thezth",3,01-01-1930,323,0,90598517,4,0
451,Payphone,"Maroon 5, Wiz Khalifa",2,01-01-2012,14143,4,1479264469,56,38
452,All I Want for Christmas Is You,Mariah Carey,1,28-10-1994,25653,0,1449779435,387,132
453,Last Christmas,Wham!,1,01-01-1984,22153,0,1159176109,274,111
454,Rockin' Around The Christmas Tree,Brenda Lee,1,01-01-1958,14994,0,769213520,191,168
455,Jingle Bell Rock,Bobby Helms,1,01-01-1957,10326,0,741301563,165,99
456,It's Beginning To Look A Lot Like Christmas,Michael Bubl ,1,14-10-2011,12353,0,807561936,35,0
457,Santa Tell Me,Ariana Grande,1,13-12-2013,9408,0,834129063,231,106
458,It's the Most Wonderful Time of the Year,Andy Williams,1,14-10-1963,8879,0,663832097,182,107
459,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,16-11-1959,6512,0,446390129,88,1
460,Snowman,Sia,1,01-01-2017,5140,0,690104769,85,110
461,Underneath the Tree,Kelly Clarkson,1,25-10-2013,6596,0,485285717,144,99
462,Feliz Navidad,Jos   Felic,1,01-11-1970,3788,0,520034544,21,3
463,Holly Jolly Christmas,Michael Bubl ,1,14-10-2011,7655,0,476244795,5,0
464,Mistletoe,Justin Bieber,1,01-01-2011,9577,0,629173063,195,111
465,Sleigh Ride,The Ronettes,1,22-11-1963,10114,0,404664135,114,74
466,Seek & Destroy,SZA,1,09-12-2022,1007,0,98709329,5,31
467,Love Language,SZA,1,09-12-2022,1127,0,110849052,16,63
468,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,01-12-1971,10829,0,460492795,130,1
469,Used (feat. Don Toliver),"SZA, Don Toliver",2,08-12-2022,1042,0,94005786,7,29
470,A Holly Jolly Christmas - Single Version,Burl Ives,1,01-01-1952,7930,0,395591396,108,120
471,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,01-11-1946,11500,0,389771964,140,72
472,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,16-11-1979,1685,0,403939487,1,0
473,Do They Know It's Christmas? - 1984 Version,Band Aid,1,25-11-1984,14169,0,481697415,209,30
474,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,09-12-2022,1634,0,110073250,16,20
475,Special,SZA,1,09-12-2022,906,0,88092256,6,21
476,Merry Christmas Everyone,Shakin' Stevens,1,01-01-1984,1087,0,351636786,90,35
477,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,01-01-1950,10585,0,473248298,126,108
478,SOS,SZA,1,09-12-2022,827,0,73981293,6,18
479,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,08-12-2022,1420,4,155653938,13,87
480,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,01-01-1942,11940,0,395591396,73,79
481,Driving Home for Christmas - 2019 Remaster,Chris Rea,1,01-01-1986,888,0,429504768,50,0
482,Christmas (Baby Please Come Home),Darlene Love,1,22-11-1963,9122,0,242767149,121,58
483,Gone Girl,SZA,1,09-12-2022,892,0,65362788,3,17
484,F2F,SZA,1,09-12-2022,989,0,67540165,5,9
485,Notice Me,SZA,1,09-12-2022,819,0,62019074,14,22
486,Merry Christmas,"Ed Sheeran, Elton John",2,10-11-2017,2209,0,135723538,72,90
487,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,01-01-1958,6290,0,295998468,89,39
488,My Only Wish (This Year),Britney Spears,1,07-11-2000,6952,0,261116938,115,53
489,Antidepresan,"Mabel Matiz, Mert Demir",2,04-11-2022,313,2,136689549,10,6
490,Wild Flower (with youjeen),RM,1,02-12-2022,353,2,135611421,2,74
491,I Hate U,SZA,1,03-12-2021,4094,0,356709897,66,96
492,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,02-12-2022,880,0,110649992,3,7
493,SPIT IN MY FACE!,ThxSoMch,1,31-10-2022,573,0,301869854,1,0
494,Deck The Hall - Remastered 1999,Nat King Cole,1,01-01-1959,3299,0,127027715,65,39
495,Smoking on my Ex Pack,SZA,1,09-12-2022,811,0,57144458,6,11
496,Conceited,SZA,1,09-12-2022,899,0,56870689,2,14
497,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,21-10-2022,2415,0,323437194,33,57
498,Maroon,Taylor Swift,1,21-10-2022,2304,0,317726339,12,16
499,Tubar  o Te,"Dj LK da Esc  cia, Tchakabum, mc jhenny, M",4,28-09-2022,1003,0,116144341,21,0
500,Bejeweled,Taylor Swift,1,21-10-2022,2699,0,328207708,39,35
501,Tarot,"Bad Bunny, Jhay Cortez",2,06-05-2022,2482,20,608228647,27,77
502,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,20-09-2005,2577,0,180577478,108,56
503,Desesperados,"Chencho Corleone, Rauw Alejandro",2,25-06-2021,6821,34,809306935,83,58
504,Too Late,SZA,1,08-12-2022,714,0,49262961,0,9
505,Party,"Bad Bunny, Rauw Alejandro",2,06-05-2022,3185,4,614555082,38,64
506,Run Rudolph Run - Single Version,Chuck Berry,1,01-01-1958,8612,0,245350949,120,30
507,Jingle Bells - Remastered 1999,Frank Sinatra,1,01-01-1957,4326,0,178660459,32,3
508,Far,SZA,1,09-12-2022,680,0,51641685,2,15
509,On Time (with John Legend),"John Legend, Metro Boomin",2,02-12-2022,398,0,78139948,2,2
510,GAT  ,"Maldy, Karol G",2,25-08-2022,3328,13,322336177,39,50
511,   abcdefu,Gayle,1,13-08-2021,7215,0,1007612429,170,12
512,Sacrifice,The Weeknd,1,07-01-2022,4440,0,326792833,81,77
513,Is There Someone Else?,The Weeknd,1,07-01-2022,2881,6,391251368,13,89
514,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,05-01-2022,2235,0,349585590,65,7
515,Out of Time,The Weeknd,1,07-01-2022,3711,0,339659802,49,88
516,Do It To It,"Cherish, ACRAZE",2,20-08-2021,12403,0,674772936,183,63
517,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,19-11-2021,2785,0,432719968,95,89
518,Pepas,Farruko,1,24-06-2021,14114,17,1309887447,252,109
519,How Do I Make You Love Me?,The Weeknd,1,07-01-2022,1915,0,119238316,7,47
520,Gasoline,The Weeknd,1,07-01-2022,2297,0,116903579,11,29
521,Infinity,Jaymes Young,1,23-06-2017,4375,0,888046992,24,0
522,Less Than Zero,The Weeknd,1,07-01-2022,2800,0,200660871,18,77
523,Take My Breath,The Weeknd,1,06-08-2021,2597,0,130655803,17,80
524,good 4 u,Olivia Rodrigo,1,14-05-2021,15563,6,1887039593,259,55
525,"Here We Go    Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,07-01-2022,1420,0,88103848,7,18
526,Best Friends,The Weeknd,1,07-01-2022,1292,0,101114984,3,18
527,Kiss Me More (feat. SZA),"SZA, Doja Cat",2,09-04-2021,15867,0,1575467011,382,65
528,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,07-01-2022,1178,0,91656026,9,10
529,Need To Know,Doja Cat,1,11-06-2021,6672,0,1042568408,125,36
530,MONTERO (Call Me By Your Name),Lil Nas X,1,18-09-2020,12329,0,1735441776,275,19
531,love nwantiti (ah ah ah),Ckay,1,26-07-2019,5669,2,726837877,74,0
532,Dawn FM,The Weeknd,1,07-01-2022,811,0,53933526,1,8
533,Surface Pressure,Jessica Darrow,1,19-11-2021,1756,0,267758538,38,48
534,Starry Eyes,The Weeknd,1,07-01-2022,1014,0,74601456,1,17
535,THATS WHAT I WANT,Lil Nas X,1,17-09-2021,7963,0,920797189,173,7
536,One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,05-11-2021,4771,0,539595276,68,18
537,Beggin,M  ne,1,08-12-2017,8559,0,1367810478,183,64
538,Mon Amour - Remix,"Aitana, zzoilo",2,21-09-2020,3221,2,578207856,67,13
539,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,05-10-2021,3423,26,775542072,61,65
540,MONEY,Lisa,1,10-09-2021,2566,13,863625566,44,109
541,The Motto,"Ti  sto, Ava",2,04-11-2021,9151,6,656013912,240,107
542,Happier Than Ever,Billie Eilish,1,30-07-2021,8476,0,1056760045,138,133
543,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,22-10-2021,7495,17,611994237,114,172
544,traitor,"Juan Cruz Toledo, Huilen Toledo",2,21-05-2021,5257,6,1230855859,85,43
545,Toxic,BoyWithUke,1,10-09-2021,1795,0,582981380,34,23
546,drivers license,Olivia Rodrigo,1,08-01-2021,12685,3,1858144199,185,61
547,Malvad  ,"Xam  , Gustah, Neo B",3,30-11-2021,648,1,240684449,14,3
548,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,12-11-2021,4635,5,583687007,50,49
549,Don   t Break My,The Weeknd,1,07-01-2022,1184,0,63803529,1,5
550,Oh My God,Adele,1,19-11-2021,4431,0,466214729,105,7
551,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,05-01-2022,759,3,236940480,32,0
552,A Tale By Quincy,The Weeknd,1,07-01-2022,733,0,41924466,0,2
553,I AM WOMAN,Emmy Meli,1,18-11-2021,2795,0,225259194,45,0
554,Medallo,"Justin Quiles, Lenny Tav  rez, BL",3,27-10-2021,2780,2,393230256,54,21
555,It'll Be Okay,Shawn Mendes,1,01-12-2021,1950,0,287201015,56,8
556,Softcore,The Neighbourhood,1,09-03-2018,3947,12,599770206,33,102
557,Super Gremlin,Kodak Black,1,30-10-2021,2551,0,342779426,52,15
558,Volv ,"Aventura, Bad Bunny",2,03-08-2021,5375,10,673801126,138,24
559,Todo De Ti,Rauw Alejandro,1,02-11-2020,11975,8,1168642797,188,75
560,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,30-08-2019,2696,0,540539717,42,2
561,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,05-11-2021,4963,0,383550148,63,40
562,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,13-03-2020,6734,0,530511203,47,14
563,Every Angel is Terrifying,The Weeknd,1,07-01-2022,715,0,37307967,0,1
564,Tacones Rojos,Sebastian Yatra,1,22-10-2021,3047,9,510876816,77,31
565,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,19-03-2021,14140,0,1445941661,231,52
566,Dakiti,"Bad Bunny, Jhay Cortez",2,30-10-2020,11215,21,1763363713,189,166
567,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,29-12-2021,1678,12,374191487,20,4
568,L   ,Stromae,1,09-01-2022,2035,0,108809090,41,122
569,Nost  l,"Chris Brown, Rvssian, Rauw Alejandro",3,08-09-2021,2780,2,436695353,86,76
570,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,24-09-2021,4091,0,421040617,105,2
571,Life Goes On,Oliver Tree,1,17-07-2020,2868,0,501541661,43,15
572,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,16-09-2021,3643,0,354065229,69,3
573,Butter,BTS,1,21-05-2021,4779,6,1143647827,180,135
574,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,07-01-2022,3517,0,311395144,54,28
575,You Right,"Doja Cat, The Weeknd",2,24-06-2021,5073,0,672656250,83,9
576,deja vu,Olivia Rodrigo,1,01-04-2021,7545,4,1256880657,117,39
577,Dynamite,BTS,1,21-08-2020,8528,5,1692897992,239,163
578,TO THE MOON,Jnr Choi,1,05-11-2021,2979,0,245095641,44,0
579,Lost in the Fire,"The Weeknd, Gesaffelstein",2,11-01-2019,7731,2,686734357,110,145
580,Salimo de Noche,"Trueno, Tiago pzk",2,21-10-2021,1057,0,261414174,17,5
581,Volando - Remix,"Sech, Bad Bunny, Mora",3,08-07-2021,3272,19,610045621,101,34
582,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,05-03-2021,14417,0,1115880852,237,123
583,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,03-09-2021,5199,0,594482982,45,43
584,Don't Be Shy,"Ti  sto, Kar",2,01-08-2021,6026,0,566954746,171,51
585,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,01-01-1970,2877,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,16,0
586,LA FAMA (with The Weeknd),"The Weeknd, ROSAL ",2,11-11-2021,4640,3,374706940,81,93
587,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,19-11-2021,1150,0,184937148,20,38
588,Phantom Regret by Jim,The Weeknd,1,07-01-2022,768,0,31959571,1,1
589,Dos Oruguitas,Sebastian Yatra,1,19-11-2021,925,0,167076418,24,47
590,Freaks,Surf Curse,1,10-05-2015,3006,3,824420218,23,21
591,Acapulco,Jason Derulo,1,01-09-2021,3098,0,363467642,111,5
592,Daddy Issues,The Neighbourhood,1,30-10-2015,9771,4,1127468248,42,70
593,thought i was playing,"21 Savage, Gunna",2,07-01-2022,807,0,60680939,3,0
594,ELEVEN,IVE,1,01-12-2021,521,1,247737946,17,89
595,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,24-07-2020,12854,0,1699402402,237,27
596,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,19-11-2021,802,0,154797871,13,27
597,DANCE CRIP,Trueno,1,17-11-2021,731,0,198883004,14,14
598,Miserable Man,David Kushner,1,07-01-2022,788,0,124407432,13,0
599,happier,Olivia Rodrigo,1,21-05-2021,3069,4,850608354,25,46
600,Praise God,Kanye West,1,29-08-2021,4651,0,376333030,24,6
601,Get Into It (Yuh),Doja Cat,1,25-06-2021,4999,0,516784627,43,19
602,Before You Go,Lewis Capaldi,1,01-11-2019,8327,24,1608045237,205,130
603,Sky,Playboi Carti,1,25-12-2020,3297,3,506778838,25,3
604,Rolling in the Deep,Adele,1,29-11-2010,35684,6,1472799873,195,125
605,Sobrio,Maluma,1,08-07-2021,3506,10,513643924,103,76
606,Peru,"Ed Sheeran, Fireboy DML",2,23-12-2021,2999,0,261286503,60,17
607,favorite crime,Olivia Rodrigo,1,21-05-2021,3681,0,783706581,20,21
608,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,07-05-2021,4846,10,422691058,54,16
609,The Business,Ti  ,1,01-01-2020,14311,0,1062345656,255,32
610,positions,Ariana Grande,1,23-10-2020,8207,0,1252563873,175,55
