Year,Period,Geo_Level,State_ANSI,Commodity_ID,Quantity
2023,APR,STATE,1,7,"22,41,00,000"
2023,APR,STATE,5,7,"31,90,00,000"
2023,APR,STATE,6,7,"27,13,00,000"
2023,APR,STATE,8,7,"5,22,00,000"
2023,APR,STATE,13,7,"43,78,00,000"
2023,APR,STATE,17,7,"16,25,00,000"
2023,APR,STATE,18,7,"89,13,00,000"
2023,APR,STATE,19,7,"1,14,90,00,000"
2023,APR,STATE,21,7,"12,24,00,000"
2023,APR,STATE,24,7,"5,45,00,000"
2023,APR,STATE,26,7,"42,19,00,000"
2023,APR,STATE,27,7,"19,22,00,000"
2023,APR,STATE,28,7,"11,43,00,000"
2023,APR,STATE,29,7,"33,23,00,000"
2023,APR,STATE,31,7,"18,14,00,000"
2023,APR,STATE,36,7,"14,45,00,000"
2023,APR,STATE,37,7,"34,10,00,000"
2023,APR,STATE,39,7,"94,19,00,000"
2023,APR,STATE,40,7,"4,58,00,000"
2023,APR,STATE,41,7,"5,80,00,000"
2023,APR,STATE,,7,"74,73,00,000"
2023,APR,STATE,42,7,"63,55,00,000"
2023,APR,STATE,45,7,"8,09,00,000"
2023,APR,STATE,46,7,"3,09,00,000"
2023,APR,STATE,48,7,"52,82,00,000"
2023,APR,STATE,49,7,"15,08,00,000"
2023,APR,STATE,51,7,"6,28,00,000"
2023,APR,STATE,53,7,"14,23,00,000"
2023,APR,STATE,55,7,"19,49,00,000"
2023,FEB,STATE,1,7,"20,25,00,000"
2023,FEB,STATE,5,7,"29,89,00,000"
2023,FEB,STATE,6,7,"25,51,00,000"
2023,FEB,STATE,8,7,"3,96,00,000"
2023,FEB,STATE,13,7,"41,26,00,000"
2023,FEB,STATE,17,7,"14,85,00,000"
2023,FEB,STATE,18,7,"83,76,00,000"
2023,FEB,STATE,19,7,"99,75,00,000"
2023,FEB,STATE,21,7,"11,70,00,000"
2023,FEB,STATE,24,7,"5,18,00,000"
2023,FEB,STATE,26,7,"37,99,00,000"
2023,FEB,STATE,27,7,"18,43,00,000"
2023,FEB,STATE,28,7,"10,48,00,000"
2023,FEB,STATE,29,7,"31,26,00,000"
2023,FEB,STATE,31,7,"14,18,00,000"
2023,FEB,STATE,36,7,"13,49,00,000"
2023,FEB,STATE,37,7,"32,11,00,000"
2023,FEB,STATE,39,7,"84,27,00,000"
2023,FEB,STATE,40,7,"4,26,00,000"
2023,FEB,STATE,41,7,"5,11,00,000"
2023,FEB,STATE,,7,"68,91,00,000"
2023,FEB,STATE,42,7,"59,32,00,000"
2023,FEB,STATE,45,7,"8,22,00,000"
2023,FEB,STATE,46,7,"2,74,00,000"
2023,FEB,STATE,48,7,"48,83,00,000"
2023,FEB,STATE,49,7,"13,70,00,000"
2023,FEB,STATE,51,7,"5,90,00,000"
2023,FEB,STATE,53,7,"13,50,00,000"
2023,FEB,STATE,55,7,"13,91,00,000"
2023,JAN,STATE,1,7,"21,83,00,000"
2023,JAN,STATE,5,7,"33,59,00,000"
2023,JAN,STATE,6,7,"27,72,00,000"
2023,JAN,STATE,8,7,"4,41,00,000"
2023,JAN,STATE,13,7,"45,63,00,000"
2023,JAN,STATE,17,7,"16,24,00,000"
2023,JAN,STATE,18,7,"93,03,00,000"
2023,JAN,STATE,19,7,"1,05,68,00,000"
2023,JAN,STATE,21,7,"12,82,00,000"
2023,JAN,STATE,24,7,"5,85,00,000"
2023,JAN,STATE,26,7,"41,89,00,000"
2023,JAN,STATE,27,7,"21,25,00,000"
2023,JAN,STATE,28,7,"11,46,00,000"
2023,JAN,STATE,29,7,"35,14,00,000"
2023,JAN,STATE,31,7,"14,86,00,000"
2023,JAN,STATE,36,7,"14,99,00,000"
2023,JAN,STATE,37,7,"35,20,00,000"
2023,JAN,STATE,39,7,"90,27,00,000"
2023,JAN,STATE,40,7,"5,06,00,000"
2023,JAN,STATE,41,7,"5,65,00,000"
2023,JAN,STATE,,7,"76,77,00,000"
2023,JAN,STATE,42,7,"66,32,00,000"
2023,JAN,STATE,45,7,"9,20,00,000"
2023,JAN,STATE,46,7,"2,76,00,000"
2023,JAN,STATE,48,7,"55,38,00,000"
2023,JAN,STATE,49,7,"15,50,00,000"
2023,JAN,STATE,51,7,"6,53,00,000"
2023,JAN,STATE,53,7,"15,17,00,000"
2023,JAN,STATE,55,7,"15,05,00,000"
2023,MAR,STATE,1,7,"22,96,00,000"
2023,MAR,STATE,5,7,"32,85,00,000"
2023,MAR,STATE,6,7,"27,83,00,000"
2023,MAR,STATE,8,7,"4,66,00,000"
2023,MAR,STATE,13,7,"45,69,00,000"
2023,MAR,STATE,17,7,"16,74,00,000"
2023,MAR,STATE,18,7,"92,99,00,000"
2023,MAR,STATE,19,7,"1,15,90,00,000"
2023,MAR,STATE,21,7,"12,81,00,000"
2023,MAR,STATE,24,7,"5,66,00,000"
2023,MAR,STATE,26,7,"43,50,00,000"
2023,MAR,STATE,27,7,"19,88,00,000"
2023,MAR,STATE,28,7,"11,98,00,000"
2023,MAR,STATE,29,7,"33,98,00,000"
2023,MAR,STATE,31,7,"17,39,00,000"
2023,MAR,STATE,36,7,"14,86,00,000"
2023,MAR,STATE,37,7,"35,50,00,000"
2023,MAR,STATE,39,7,"96,74,00,000"
2023,MAR,STATE,40,7,"4,55,00,000"
2023,MAR,STATE,41,7,"5,82,00,000"
2023,MAR,STATE,,7,"76,33,00,000"
2023,MAR,STATE,42,7,"65,36,00,000"
2023,MAR,STATE,45,7,"8,57,00,000"
2023,MAR,STATE,46,7,"2,87,00,000"
2023,MAR,STATE,48,7,"54,00,00,000"
2023,MAR,STATE,49,7,"15,21,00,000"
2023,MAR,STATE,51,7,"6,45,00,000"
2023,MAR,STATE,53,7,"14,85,00,000"
2023,MAR,STATE,55,7,"16,84,00,000"
2023,MAY,STATE,1,7,"23,30,00,000"
2023,MAY,STATE,5,7,"32,92,00,000"
2023,MAY,STATE,6,7,"28,49,00,000"
2023,MAY,STATE,8,7,"5,96,00,000"
2023,MAY,STATE,13,7,"44,30,00,000"
2023,MAY,STATE,17,7,"16,76,00,000"
2023,MAY,STATE,18,7,"91,03,00,000"
2023,MAY,STATE,19,7,"1,19,59,00,000"
2023,MAY,STATE,21,7,"12,62,00,000"
2023,MAY,STATE,24,7,"5,83,00,000"
2023,MAY,STATE,26,7,"43,11,00,000"
2023,MAY,STATE,27,7,"19,91,00,000"
2023,MAY,STATE,28,7,"11,78,00,000"
2023,MAY,STATE,29,7,"34,36,00,000"
2023,MAY,STATE,31,7,"19,60,00,000"
2023,MAY,STATE,36,7,"14,84,00,000"
2023,MAY,STATE,37,7,"35,82,00,000"
2023,MAY,STATE,39,7,"95,36,00,000"
2023,MAY,STATE,40,7,"4,74,00,000"
2023,MAY,STATE,41,7,"5,76,00,000"
2023,MAY,STATE,,7,"77,57,00,000"
2023,MAY,STATE,42,7,"68,40,00,000"
2023,MAY,STATE,45,7,"8,47,00,000"
2023,MAY,STATE,46,7,"3,78,00,000"
2023,MAY,STATE,48,7,"54,37,00,000"
2023,MAY,STATE,49,7,"15,18,00,000"
2023,MAY,STATE,51,7,"6,62,00,000"
2023,MAY,STATE,53,7,"14,26,00,000"
2023,MAY,STATE,55,7,"21,82,00,000"
2022,APR,STATE,1,7,"21,70,00,000"
2022,APR,STATE,5,7,"35,25,00,000"
2022,APR,STATE,6,7,"30,93,00,000"
2022,APR,STATE,8,7,"12,63,00,000"
2022,APR,STATE,13,7,"43,61,00,000"
2022,APR,STATE,17,7,"15,74,00,000"
2022,APR,STATE,18,7,"88,98,00,000"
2022,APR,STATE,19,7,"85,26,00,000"
2022,APR,STATE,21,7,"11,83,00,000"
2022,APR,STATE,24,7,"3,20,00,000"
2022,APR,STATE,26,7,"42,21,00,000"
2022,APR,STATE,27,7,"21,76,00,000"
2022,APR,STATE,28,7,"11,99,00,000"
2022,APR,STATE,29,7,"33,62,00,000"
2022,APR,STATE,31,7,"17,83,00,000"
2022,APR,STATE,36,7,"14,74,00,000"
2022,APR,STATE,37,7,"33,92,00,000"
2022,APR,STATE,39,7,"96,47,00,000"
2022,APR,STATE,40,7,"4,59,00,000"
2022,APR,STATE,41,7,"5,42,00,000"
2022,APR,STATE,,7,"71,84,00,000"
2022,APR,STATE,42,7,"67,56,00,000"
2022,APR,STATE,45,7,"7,92,00,000"
2022,APR,STATE,46,7,"4,96,00,000"
2022,APR,STATE,48,7,"55,31,00,000"
2022,APR,STATE,49,7,"15,07,00,000"
2022,APR,STATE,51,7,"6,20,00,000"
2022,APR,STATE,53,7,"16,79,00,000"
2022,APR,STATE,55,7,"12,13,00,000"
2022,AUG,STATE,1,7,"22,48,00,000"
2022,AUG,STATE,5,7,"33,13,00,000"
2022,AUG,STATE,6,7,"33,69,00,000"
2022,AUG,STATE,8,7,"5,55,00,000"
2022,AUG,STATE,13,7,"44,12,00,000"
2022,AUG,STATE,17,7,"15,69,00,000"
2022,AUG,STATE,18,7,"92,98,00,000"
2022,AUG,STATE,19,7,"97,62,00,000"
2022,AUG,STATE,21,7,"12,40,00,000"
2022,AUG,STATE,24,7,"5,22,00,000"
2022,AUG,STATE,26,7,"43,16,00,000"
2022,AUG,STATE,27,7,"22,53,00,000"
2022,AUG,STATE,28,7,"12,26,00,000"
2022,AUG,STATE,29,7,"34,30,00,000"
2022,AUG,STATE,31,7,"14,55,00,000"
2022,AUG,STATE,36,7,"15,09,00,000"
2022,AUG,STATE,37,7,"35,31,00,000"
2022,AUG,STATE,39,7,"1,02,69,00,000"
2022,AUG,STATE,40,7,"4,92,00,000"
2022,AUG,STATE,41,7,"5,26,00,000"
2022,AUG,STATE,,7,"74,37,00,000"
2022,AUG,STATE,42,7,"66,29,00,000"
2022,AUG,STATE,45,7,"8,91,00,000"
2022,AUG,STATE,46,7,"4,82,00,000"
2022,AUG,STATE,48,7,"55,73,00,000"
2022,AUG,STATE,49,7,"13,75,00,000"
2022,AUG,STATE,51,7,"6,59,00,000"
2022,AUG,STATE,53,7,"17,47,00,000"
2022,AUG,STATE,55,7,"14,96,00,000"
2022,DEC,STATE,1,7,"21,60,00,000"
2022,DEC,STATE,5,7,"33,94,00,000"
2022,DEC,STATE,6,7,"29,74,00,000"
2022,DEC,STATE,8,7,"5,12,00,000"
2022,DEC,STATE,13,7,"45,00,00,000"
2022,DEC,STATE,17,7,"16,38,00,000"
2022,DEC,STATE,18,7,"93,92,00,000"
2022,DEC,STATE,19,7,"1,04,58,00,000"
2022,DEC,STATE,21,7,"12,70,00,000"
2022,DEC,STATE,24,7,"6,00,00,000"
2022,DEC,STATE,26,7,"42,95,00,000"
2022,DEC,STATE,27,7,"21,80,00,000"
2022,DEC,STATE,28,7,"12,26,00,000"
2022,DEC,STATE,29,7,"35,38,00,000"
2022,DEC,STATE,31,7,"16,11,00,000"
2022,DEC,STATE,36,7,"15,16,00,000"
2022,DEC,STATE,37,7,"34,61,00,000"
2022,DEC,STATE,39,7,"90,76,00,000"
2022,DEC,STATE,40,7,"5,08,00,000"
2022,DEC,STATE,41,7,"5,41,00,000"
2022,DEC,STATE,,7,"77,04,00,000"
2022,DEC,STATE,42,7,"67,47,00,000"
2022,DEC,STATE,45,7,"8,79,00,000"
2022,DEC,STATE,46,7,"3,59,00,000"
2022,DEC,STATE,48,7,"56,71,00,000"
2022,DEC,STATE,49,7,"15,37,00,000"
2022,DEC,STATE,51,7,"6,37,00,000"
2022,DEC,STATE,53,7,"16,32,00,000"
2022,DEC,STATE,55,7,"14,73,00,000"
2022,FEB,STATE,1,7,"19,13,00,000"
2022,FEB,STATE,5,7,"35,01,00,000"
2022,FEB,STATE,6,7,"28,94,00,000"
2022,FEB,STATE,8,7,"11,36,00,000"
2022,FEB,STATE,13,7,"39,11,00,000"
2022,FEB,STATE,17,7,"13,29,00,000"
2022,FEB,STATE,18,7,"80,71,00,000"
2022,FEB,STATE,19,7,"1,08,16,00,000"
2022,FEB,STATE,21,7,"11,90,00,000"
2022,FEB,STATE,24,7,"5,34,00,000"
2022,FEB,STATE,26,7,"38,62,00,000"
2022,FEB,STATE,27,7,"20,59,00,000"
2022,FEB,STATE,28,7,"10,99,00,000"
2022,FEB,STATE,29,7,"31,28,00,000"
2022,FEB,STATE,31,7,"19,26,00,000"
2022,FEB,STATE,36,7,"13,29,00,000"
2022,FEB,STATE,37,7,"30,87,00,000"
2022,FEB,STATE,39,7,"88,75,00,000"
2022,FEB,STATE,40,7,"4,40,00,000"
2022,FEB,STATE,41,7,"4,85,00,000"
2022,FEB,STATE,,7,"66,70,00,000"
2022,FEB,STATE,42,7,"71,30,00,000"
2022,FEB,STATE,45,7,"7,22,00,000"
2022,FEB,STATE,46,7,"4,64,00,000"
2022,FEB,STATE,48,7,"51,12,00,000"
2022,FEB,STATE,49,7,"14,57,00,000"
2022,FEB,STATE,51,7,"5,43,00,000"
2022,FEB,STATE,53,7,"15,26,00,000"
2022,FEB,STATE,55,7,"16,34,00,000"
2022,JAN,STATE,1,7,"20,99,00,000"
2022,JAN,STATE,5,7,"37,55,00,000"
2022,JAN,STATE,6,7,"31,75,00,000"
2022,JAN,STATE,8,7,"12,83,00,000"
2022,JAN,STATE,13,7,"43,03,00,000"
2022,JAN,STATE,17,7,"15,66,00,000"
2022,JAN,STATE,18,7,"87,88,00,000"
2022,JAN,STATE,19,7,"1,24,12,00,000"
2022,JAN,STATE,21,7,"12,82,00,000"
2022,JAN,STATE,24,7,"5,82,00,000"
2022,JAN,STATE,26,7,"41,42,00,000"
2022,JAN,STATE,27,7,"22,44,00,000"
2022,JAN,STATE,28,7,"12,03,00,000"
2022,JAN,STATE,29,7,"34,15,00,000"
2022,JAN,STATE,31,7,"21,04,00,000"
2022,JAN,STATE,36,7,"14,66,00,000"
2022,JAN,STATE,37,7,"34,39,00,000"
2022,JAN,STATE,39,7,"98,81,00,000"
2022,JAN,STATE,40,7,"4,87,00,000"
2022,JAN,STATE,41,7,"5,40,00,000"
2022,JAN,STATE,,7,"76,41,00,000"
2022,JAN,STATE,42,7,"80,36,00,000"
2022,JAN,STATE,45,7,"8,60,00,000"
2022,JAN,STATE,46,7,"5,19,00,000"
2022,JAN,STATE,48,7,"57,46,00,000"
2022,JAN,STATE,49,7,"16,25,00,000"
2022,JAN,STATE,51,7,"6,19,00,000"
2022,JAN,STATE,53,7,"17,57,00,000"
2022,JAN,STATE,55,7,"18,01,00,000"
2022,JUL,STATE,1,7,"22,63,00,000"
2022,JUL,STATE,5,7,"33,61,00,000"
2022,JUL,STATE,6,7,"34,22,00,000"
2022,JUL,STATE,8,7,"5,50,00,000"
2022,JUL,STATE,13,7,"43,99,00,000"
2022,JUL,STATE,17,7,"15,88,00,000"
2022,JUL,STATE,18,7,"92,58,00,000"
2022,JUL,STATE,19,7,"91,93,00,000"
2022,JUL,STATE,21,7,"12,73,00,000"
2022,JUL,STATE,24,7,"4,71,00,000"
2022,JUL,STATE,26,7,"43,82,00,000"
2022,JUL,STATE,27,7,"22,63,00,000"
2022,JUL,STATE,28,7,"12,53,00,000"
2022,JUL,STATE,29,7,"35,09,00,000"
2022,JUL,STATE,31,7,"12,82,00,000"
2022,JUL,STATE,36,7,"14,99,00,000"
2022,JUL,STATE,37,7,"34,69,00,000"
2022,JUL,STATE,39,7,"1,00,16,00,000"
2022,JUL,STATE,40,7,"5,10,00,000"
2022,JUL,STATE,41,7,"5,17,00,000"
2022,JUL,STATE,,7,"74,71,00,000"
2022,JUL,STATE,42,7,"65,95,00,000"
2022,JUL,STATE,45,7,"8,53,00,000"
2022,JUL,STATE,46,7,"4,65,00,000"
2022,JUL,STATE,48,7,"55,15,00,000"
2022,JUL,STATE,49,7,"13,42,00,000"
2022,JUL,STATE,51,7,"6,39,00,000"
2022,JUL,STATE,53,7,"17,48,00,000"
2022,JUL,STATE,55,7,"14,53,00,000"
2022,JUN,STATE,1,7,"22,46,00,000"
2022,JUN,STATE,5,7,"32,61,00,000"
2022,JUN,STATE,6,7,"31,85,00,000"
2022,JUN,STATE,8,7,"7,14,00,000"
2022,JUN,STATE,13,7,"42,87,00,000"
2022,JUN,STATE,17,7,"15,48,00,000"
2022,JUN,STATE,18,7,"89,89,00,000"
2022,JUN,STATE,19,7,"86,51,00,000"
2022,JUN,STATE,21,7,"12,14,00,000"
2022,JUN,STATE,24,7,"4,04,00,000"
2022,JUN,STATE,26,7,"42,81,00,000"
2022,JUN,STATE,27,7,"21,61,00,000"
2022,JUN,STATE,28,7,"12,00,00,000"
2022,JUN,STATE,29,7,"33,71,00,000"
2022,JUN,STATE,31,7,"10,93,00,000"
2022,JUN,STATE,36,7,"14,59,00,000"
2022,JUN,STATE,37,7,"33,28,00,000"
2022,JUN,STATE,39,7,"97,32,00,000"
2022,JUN,STATE,40,7,"4,64,00,000"
2022,JUN,STATE,41,7,"4,96,00,000"
2022,JUN,STATE,,7,"71,25,00,000"
2022,JUN,STATE,42,7,"62,54,00,000"
2022,JUN,STATE,45,7,"7,99,00,000"
2022,JUN,STATE,46,7,"4,76,00,000"
2022,JUN,STATE,48,7,"52,93,00,000"
2022,JUN,STATE,49,7,"12,84,00,000"
2022,JUN,STATE,51,7,"6,26,00,000"
2022,JUN,STATE,53,7,"16,87,00,000"
2022,JUN,STATE,55,7,"13,41,00,000"
2022,MAR,STATE,1,7,"21,80,00,000"
2022,MAR,STATE,5,7,"37,95,00,000"
2022,MAR,STATE,6,7,"31,94,00,000"
2022,MAR,STATE,8,7,"12,46,00,000"
2022,MAR,STATE,13,7,"44,51,00,000"
2022,MAR,STATE,17,7,"15,21,00,000"
2022,MAR,STATE,18,7,"90,87,00,000"
2022,MAR,STATE,19,7,"1,04,38,00,000"
2022,MAR,STATE,21,7,"13,06,00,000"
2022,MAR,STATE,24,7,"4,65,00,000"
2022,MAR,STATE,26,7,"43,97,00,000"
2022,MAR,STATE,27,7,"22,47,00,000"
2022,MAR,STATE,28,7,"12,43,00,000"
2022,MAR,STATE,29,7,"34,88,00,000"
2022,MAR,STATE,31,7,"21,34,00,000"
2022,MAR,STATE,36,7,"15,22,00,000"
2022,MAR,STATE,37,7,"34,72,00,000"
2022,MAR,STATE,39,7,"99,58,00,000"
2022,MAR,STATE,40,7,"4,72,00,000"
2022,MAR,STATE,41,7,"5,59,00,000"
2022,MAR,STATE,,7,"73,32,00,000"
2022,MAR,STATE,42,7,"77,12,00,000"
2022,MAR,STATE,45,7,"7,76,00,000"
2022,MAR,STATE,46,7,"5,11,00,000"
2022,MAR,STATE,48,7,"56,87,00,000"
2022,MAR,STATE,49,7,"16,81,00,000"
2022,MAR,STATE,51,7,"5,96,00,000"
2022,MAR,STATE,53,7,"17,27,00,000"
2022,MAR,STATE,55,7,"15,13,00,000"
2022,MARKETING YEAR,STATE,1,7,"2,61,11,00,000"
2022,MARKETING YEAR,STATE,5,7,"4,15,11,00,000"
2022,MARKETING YEAR,STATE,6,7,"3,82,26,00,000"
2022,MARKETING YEAR,STATE,8,7,"1,04,61,00,000"
2022,MARKETING YEAR,STATE,13,7,"5,20,25,00,000"
2022,MARKETING YEAR,STATE,17,7,"1,86,02,00,000"
2022,MARKETING YEAR,STATE,18,7,"10,79,90,00,000"
2022,MARKETING YEAR,STATE,19,7,"12,19,76,00,000"
2022,MARKETING YEAR,STATE,21,7,"1,47,73,00,000"
2022,MARKETING YEAR,STATE,22,7,"50,15,00,000"
2022,MARKETING YEAR,STATE,24,7,"59,91,00,000"
2022,MARKETING YEAR,STATE,25,7,"4,73,00,000"
2022,MARKETING YEAR,STATE,26,7,"5,06,22,00,000"
2022,MARKETING YEAR,STATE,27,7,"2,62,69,00,000"
2022,MARKETING YEAR,STATE,28,7,"1,45,13,00,000"
2022,MARKETING YEAR,STATE,29,7,"4,10,30,00,000"
2022,MARKETING YEAR,STATE,30,7,"38,90,00,000"
2022,MARKETING YEAR,STATE,31,7,"1,99,00,00,000"
2022,MARKETING YEAR,STATE,36,7,"1,76,84,00,000"
2022,MARKETING YEAR,STATE,37,7,"4,06,65,00,000"
2022,MARKETING YEAR,STATE,39,7,"11,77,34,00,000"
2022,MARKETING YEAR,STATE,40,7,"57,06,00,000"
2022,MARKETING YEAR,STATE,41,7,"62,80,00,000"
2022,MARKETING YEAR,STATE,,7,"7,15,03,00,000"
2022,MARKETING YEAR,STATE,42,7,"8,33,99,00,000"
2022,MARKETING YEAR,STATE,45,7,"99,09,00,000"
2022,MARKETING YEAR,STATE,46,7,"59,25,00,000"
2022,MARKETING YEAR,STATE,47,7,"36,60,00,000"
2022,MARKETING YEAR,STATE,48,7,"6,62,18,00,000"
2022,MARKETING YEAR,STATE,49,7,"1,75,26,00,000"
2022,MARKETING YEAR,STATE,50,7,"5,55,00,000"
2022,MARKETING YEAR,STATE,51,7,"74,30,00,000"
2022,MARKETING YEAR,STATE,53,7,"2,05,26,00,000"
2022,MARKETING YEAR,STATE,54,7,"30,63,00,000"
2022,MARKETING YEAR,STATE,55,7,"1,79,80,00,000"
2022,MAY,STATE,1,7,"23,17,00,000"
2022,MAY,STATE,5,7,"34,88,00,000"
2022,MAY,STATE,6,7,"31,74,00,000"
2022,MAY,STATE,8,7,"11,09,00,000"
2022,MAY,STATE,13,7,"45,01,00,000"
2022,MAY,STATE,17,7,"16,23,00,000"
2022,MAY,STATE,18,7,"93,18,00,000"
2022,MAY,STATE,19,7,"88,53,00,000"
2022,MAY,STATE,21,7,"12,09,00,000"
2022,MAY,STATE,24,7,"3,64,00,000"
2022,MAY,STATE,26,7,"43,39,00,000"
2022,MAY,STATE,27,7,"22,27,00,000"
2022,MAY,STATE,28,7,"12,42,00,000"
2022,MAY,STATE,29,7,"34,70,00,000"
2022,MAY,STATE,31,7,"12,88,00,000"
2022,MAY,STATE,36,7,"15,23,00,000"
2022,MAY,STATE,37,7,"34,64,00,000"
2022,MAY,STATE,39,7,"99,44,00,000"
2022,MAY,STATE,40,7,"4,72,00,000"
2022,MAY,STATE,41,7,"5,39,00,000"
2022,MAY,STATE,,7,"73,52,00,000"
2022,MAY,STATE,42,7,"63,64,00,000"
2022,MAY,STATE,45,7,"8,60,00,000"
2022,MAY,STATE,46,7,"5,18,00,000"
2022,MAY,STATE,48,7,"56,08,00,000"
2022,MAY,STATE,49,7,"13,59,00,000"
2022,MAY,STATE,51,7,"6,71,00,000"
2022,MAY,STATE,53,7,"17,50,00,000"
2022,MAY,STATE,55,7,"13,29,00,000"
2022,NOV,STATE,1,7,"21,07,00,000"
2022,NOV,STATE,5,7,"32,61,00,000"
2022,NOV,STATE,6,7,"30,71,00,000"
2022,NOV,STATE,8,7,"4,91,00,000"
2022,NOV,STATE,13,7,"43,28,00,000"
2022,NOV,STATE,17,7,"15,66,00,000"
2022,NOV,STATE,18,7,"90,49,00,000"
2022,NOV,STATE,19,7,"1,01,84,00,000"
2022,NOV,STATE,21,7,"12,17,00,000"
2022,NOV,STATE,24,7,"5,85,00,000"
2022,NOV,STATE,26,7,"41,78,00,000"
2022,NOV,STATE,27,7,"21,39,00,000"
2022,NOV,STATE,28,7,"12,32,00,000"
2022,NOV,STATE,29,7,"34,88,00,000"
2022,NOV,STATE,31,7,"16,46,00,000"
2022,NOV,STATE,36,7,"14,69,00,000"
2022,NOV,STATE,37,7,"32,73,00,000"
2022,NOV,STATE,39,7,"92,32,00,000"
2022,NOV,STATE,40,7,"4,65,00,000"
2022,NOV,STATE,41,7,"4,98,00,000"
2022,NOV,STATE,,7,"74,71,00,000"
2022,NOV,STATE,42,7,"65,77,00,000"
2022,NOV,STATE,45,7,"8,15,00,000"
2022,NOV,STATE,46,7,"4,72,00,000"
2022,NOV,STATE,48,7,"55,05,00,000"
2022,NOV,STATE,49,7,"14,53,00,000"
2022,NOV,STATE,51,7,"5,96,00,000"
2022,NOV,STATE,53,7,"16,67,00,000"
2022,NOV,STATE,55,7,"14,37,00,000"
2022,OCT,STATE,1,7,"22,26,00,000"
2022,OCT,STATE,5,7,"33,45,00,000"
2022,OCT,STATE,6,7,"32,12,00,000"
2022,OCT,STATE,8,7,"4,11,00,000"
2022,OCT,STATE,13,7,"44,32,00,000"
2022,OCT,STATE,17,7,"15,87,00,000"
2022,OCT,STATE,18,7,"93,39,00,000"
2022,OCT,STATE,19,7,"1,03,87,00,000"
2022,OCT,STATE,21,7,"12,26,00,000"
2022,OCT,STATE,24,7,"6,02,00,000"
2022,OCT,STATE,26,7,"42,98,00,000"
2022,OCT,STATE,27,7,"22,18,00,000"
2022,OCT,STATE,28,7,"12,41,00,000"
2022,OCT,STATE,29,7,"36,25,00,000"
2022,OCT,STATE,31,7,"16,16,00,000"
2022,OCT,STATE,36,7,"14,93,00,000"
2022,OCT,STATE,37,7,"33,91,00,000"
2022,OCT,STATE,39,7,"1,01,43,00,000"
2022,OCT,STATE,40,7,"4,80,00,000"
2022,OCT,STATE,41,7,"5,12,00,000"
2022,OCT,STATE,,7,"75,94,00,000"
2022,OCT,STATE,42,7,"67,23,00,000"
2022,OCT,STATE,45,7,"8,30,00,000"
2022,OCT,STATE,46,7,"5,08,00,000"
2022,OCT,STATE,48,7,"55,29,00,000"
2022,OCT,STATE,49,7,"14,35,00,000"
2022,OCT,STATE,51,7,"6,20,00,000"
2022,OCT,STATE,53,7,"17,38,00,000"
2022,OCT,STATE,55,7,"14,84,00,000"
2022,SEP,STATE,1,7,"21,95,00,000"
2022,SEP,STATE,5,7,"32,10,00,000"
2022,SEP,STATE,6,7,"32,11,00,000"
2022,SEP,STATE,8,7,"4,56,00,000"
2022,SEP,STATE,13,7,"42,32,00,000"
2022,SEP,STATE,17,7,"15,25,00,000"
2022,SEP,STATE,18,7,"89,95,00,000"
2022,SEP,STATE,19,7,"97,75,00,000"
2022,SEP,STATE,21,7,"11,63,00,000"
2022,SEP,STATE,24,7,"5,52,00,000"
2022,SEP,STATE,26,7,"41,73,00,000"
2022,SEP,STATE,27,7,"21,62,00,000"
2022,SEP,STATE,28,7,"11,70,00,000"
2022,SEP,STATE,29,7,"33,62,00,000"
2022,SEP,STATE,31,7,"15,28,00,000"
2022,SEP,STATE,36,7,"14,43,00,000"
2022,SEP,STATE,37,7,"33,68,00,000"
2022,SEP,STATE,39,7,"1,01,63,00,000"
2022,SEP,STATE,40,7,"4,66,00,000"
2022,SEP,STATE,41,7,"5,04,00,000"
2022,SEP,STATE,,7,"72,00,00,000"
2022,SEP,STATE,42,7,"64,45,00,000"
2022,SEP,STATE,45,7,"8,25,00,000"
2022,SEP,STATE,46,7,"4,88,00,000"
2022,SEP,STATE,48,7,"52,66,00,000"
2022,SEP,STATE,49,7,"13,43,00,000"
2022,SEP,STATE,51,7,"6,28,00,000"
2022,SEP,STATE,53,7,"16,98,00,000"
2022,SEP,STATE,55,7,"14,43,00,000"
2021,APR,STATE,1,7,"19,57,00,000"
2021,APR,STATE,5,7,"36,15,00,000"
2021,APR,STATE,6,7,"32,62,00,000"
2021,APR,STATE,8,7,"12,83,00,000"
2021,APR,STATE,13,7,"42,19,00,000"
2021,APR,STATE,17,7,"16,44,00,000"
2021,APR,STATE,18,7,"86,99,00,000"
2021,APR,STATE,19,7,"1,23,64,00,000"
2021,APR,STATE,21,7,"12,69,00,000"
2021,APR,STATE,24,7,"6,22,00,000"
2021,APR,STATE,26,7,"36,88,00,000"
2021,APR,STATE,27,7,"20,03,00,000"
2021,APR,STATE,28,7,"11,72,00,000"
2021,APR,STATE,29,7,"32,86,00,000"
2021,APR,STATE,31,7,"19,63,00,000"
2021,APR,STATE,36,7,"14,27,00,000"
2021,APR,STATE,37,7,"34,53,00,000"
2021,APR,STATE,39,7,"91,97,00,000"
2021,APR,STATE,40,7,"4,67,00,000"
2021,APR,STATE,41,7,"5,20,00,000"
2021,APR,STATE,,7,"69,84,00,000"
2021,APR,STATE,42,7,"64,91,00,000"
2021,APR,STATE,45,7,"7,82,00,000"
