Years,Geo_Level,State_ANSI,Commodity_ID,Quantity
2000,STATE,42,2,1125000
2000,STATE,46,2,28435000
2000,STATE,47,2,549000
2000,STATE,48,2,8295000
2000,STATE,49,2,984000
2000,STATE,50,2,413000
2000,STATE,51,2,294000
2000,STATE,53,2,2808000
2000,STATE,54,2,378000
2000,STATE,55,2,7560000
2000,STATE,56,2,3627000
1999,STATE,1,2,1156000
1999,STATE,4,2,3224000
1999,STATE,5,2,4628000
1999,STATE,6,2,27900000
1999,STATE,8,2,2052000
1999,STATE,12,2,23256000
1999,STATE,13,2,3315000
1999,STATE,15,2,640000
1999,STATE,16,2,5760000
1999,STATE,17,2,594000
1999,STATE,18,2,810000
1999,STATE,19,2,2600000
1999,STATE,20,2,871000
1999,STATE,21,2,150000
1999,STATE,22,2,5472000
1999,STATE,23,2,308000
1999,STATE,24,2,276000
1999,STATE,26,2,6205000
1999,STATE,27,2,11890000
1999,STATE,28,2,1314000
1999,STATE,29,2,1560000
1999,STATE,30,2,8540000
1999,STATE,31,2,4466000
1999,STATE,32,2,405000
1999,STATE,34,2,440000
1999,STATE,35,2,780000
1999,STATE,36,2,4830000
1999,STATE,37,2,414000
1999,STATE,38,2,26775000
1999,STATE,39,2,1480000
1999,STATE,40,2,270000
1999,STATE,41,2,2565000
1999,STATE,,2,681000
1999,STATE,42,2,1680000
1999,STATE,46,2,23296000
1999,STATE,47,2,408000
1999,STATE,48,2,8748000
1999,STATE,49,2,1170000
1999,STATE,50,2,396000
1999,STATE,51,2,245000
1999,STATE,53,2,2600000
1999,STATE,54,2,234000
1999,STATE,55,2,6000000
1999,STATE,56,2,2664000
1998,STATE,1,2,1136000
1998,STATE,4,2,3300000
1998,STATE,5,2,3445000
1998,STATE,6,2,37350000
1998,STATE,8,2,1944000
1998,STATE,12,2,22540000
1998,STATE,13,2,4200000
1998,STATE,15,2,944000
1998,STATE,16,2,6000000
1998,STATE,17,2,639000
1998,STATE,18,2,828000
1998,STATE,19,2,3900000
1998,STATE,20,2,736000
1998,STATE,21,2,150000
1998,STATE,22,2,4551000
1998,STATE,23,2,260000
1998,STATE,24,2,308000
1998,STATE,26,2,6800000
1998,STATE,27,2,11060000
1998,STATE,28,2,1548000
1998,STATE,29,2,1518000
1998,STATE,30,2,14030000
1998,STATE,31,2,4480000
1998,STATE,32,2,460000
1998,STATE,34,2,539000
1998,STATE,35,2,770000
1998,STATE,36,2,5200000
1998,STATE,37,2,472000
1998,STATE,38,2,29440000
1998,STATE,39,2,1404000
1998,STATE,40,2,204000
1998,STATE,41,2,2250000
1998,STATE,,2,1008000
1998,STATE,42,2,1716000
1998,STATE,46,2,21375000
1998,STATE,47,2,448000
1998,STATE,48,2,7007000
1998,STATE,49,2,1740000
1998,STATE,50,2,384000
1998,STATE,51,2,296000
1998,STATE,53,2,2958000
1998,STATE,54,2,330000
1998,STATE,55,2,8099000
1998,STATE,56,2,2760000
1997,STATE,1,2,924000
1997,STATE,4,2,3360000
1997,STATE,5,2,4750000
1997,STATE,6,2,31500000
1997,STATE,8,2,1925000
1997,STATE,12,2,16080000
1997,STATE,13,2,3450000
1997,STATE,15,2,1314000
1997,STATE,16,2,7680000
1997,STATE,17,2,483000
1997,STATE,18,2,568000
1997,STATE,19,2,3330000
1997,STATE,20,2,1207000
1997,STATE,21,2,180000
1997,STATE,22,2,5060000
1997,STATE,23,2,152000
1997,STATE,24,2,240000
1997,STATE,26,2,5950000
1997,STATE,27,2,10585000
1997,STATE,28,2,1387000
1997,STATE,29,2,1848000
1997,STATE,30,2,12840000
1997,STATE,31,2,4087000
1997,STATE,32,2,854000
1997,STATE,34,2,490000
1997,STATE,35,2,900000
1997,STATE,36,2,4320000
1997,STATE,37,2,464000
1997,STATE,38,2,24500000
1997,STATE,39,2,1760000
1997,STATE,40,2,232000
1997,STATE,41,2,2650000
1997,STATE,,2,1134000
1997,STATE,42,2,1056000
1997,STATE,46,2,15600000
1997,STATE,47,2,434000
1997,STATE,48,2,9964000
1997,STATE,49,2,1664000
1997,STATE,50,2,315000
1997,STATE,51,2,424000
1997,STATE,53,2,3120000
1997,STATE,54,2,560000
1997,STATE,55,2,4740000
1997,STATE,56,2,2356000
1996,STATE,1,2,960000
1996,STATE,4,2,1920000
1996,STATE,5,2,4200000
1996,STATE,6,2,27300000
1996,STATE,8,2,2220000
1996,STATE,12,2,25200000
1996,STATE,13,2,5100000
1996,STATE,15,2,1240000
1996,STATE,16,2,4950000
1996,STATE,17,2,814000
1996,STATE,18,2,675000
1996,STATE,19,2,3484000
1996,STATE,20,2,816000
1996,STATE,21,2,180000
1996,STATE,22,2,4664000
1996,STATE,23,2,207000
1996,STATE,24,2,224000
1996,STATE,26,2,8640000
1996,STATE,27,2,11550000
1996,STATE,28,2,1360000
1996,STATE,29,2,1628000
1996,STATE,30,2,7020000
1996,STATE,31,2,4875000
1996,STATE,32,2,854000
1996,STATE,34,2,315000
1996,STATE,35,2,1155000
1996,STATE,36,2,5440000
1996,STATE,37,2,528000
1996,STATE,38,2,19780000
1996,STATE,39,2,1680000
1996,STATE,40,2,236000
1996,STATE,41,2,3245000
1996,STATE,,2,217000
1996,STATE,42,2,1058000
1996,STATE,45,2,810000
1996,STATE,46,2,23280000
1996,STATE,47,2,320000
1996,STATE,48,2,6806000
1996,STATE,49,2,1564000
1996,STATE,50,2,332000
1996,STATE,51,2,350000
1996,STATE,53,2,3480000
1996,STATE,54,2,590000
1996,STATE,55,2,5382000
1996,STATE,56,2,2920000
1995,STATE,1,2,928000
1995,STATE,4,2,4108000
1995,STATE,5,2,3300000
1995,STATE,6,2,39060000
1995,STATE,8,2,2700000
1995,STATE,12,2,19780000
1995,STATE,13,2,4340000
1995,STATE,15,2,1032000
1995,STATE,16,2,6000000
1995,STATE,17,2,814000
1995,STATE,18,2,756000
1995,STATE,19,2,3060000
1995,STATE,20,2,1139000
1995,STATE,21,2,132000
1995,STATE,22,2,4522000
1995,STATE,23,2,495000
1995,STATE,24,2,245000
1995,STATE,26,2,8924000
1995,STATE,27,2,13530000
1995,STATE,28,2,1120000
1995,STATE,29,2,1541000
1995,STATE,30,2,8480000
1995,STATE,31,2,4380000
1995,STATE,32,2,290000
1995,STATE,34,2,340000
1995,STATE,35,2,1235000
1995,STATE,36,2,5250000
1995,STATE,37,2,624000
1995,STATE,38,2,23760000
1995,STATE,39,2,1550000
1995,STATE,40,2,304000
1995,STATE,41,2,2704000
1995,STATE,,2,264000
1995,STATE,42,2,1075000
1995,STATE,45,2,810000
1995,STATE,46,2,20400000
1995,STATE,47,2,265000
1995,STATE,48,2,8904000
1995,STATE,49,2,1056000
1995,STATE,50,2,335000
1995,STATE,51,2,405000
1995,STATE,53,2,3540000
1995,STATE,54,2,533000
1995,STATE,55,2,5767000
1995,STATE,56,2,1368000
1994,STATE,1,2,900000
1994,STATE,4,2,3127000
1994,STATE,5,2,3905000
1994,STATE,6,2,24000000
1994,STATE,8,2,3420000
1994,STATE,12,2,19320000
1994,STATE,13,2,5040000
1994,STATE,15,2,900000
1994,STATE,16,2,7493000
1994,STATE,17,2,1040000
1994,STATE,18,2,702000
1994,STATE,19,2,3432000
1994,STATE,20,2,893000
1994,STATE,21,2,162000
1994,STATE,22,2,3920000
1994,STATE,23,2,440000
1994,STATE,24,2,252000
1994,STATE,26,2,7740000
1994,STATE,27,2,13430000
1994,STATE,28,2,1007000
1994,STATE,29,2,1925000
1994,STATE,30,2,12495000
1994,STATE,31,2,3960000
1994,STATE,32,2,756000
1994,STATE,34,2,363000
1994,STATE,35,2,1216000
1994,STATE,36,2,4624000
1994,STATE,37,2,885000
1994,STATE,38,2,32430000
1994,STATE,39,2,1728000
1994,STATE,40,2,290000
1994,STATE,41,2,3250000
1994,STATE,,2,222000
1994,STATE,42,2,1269000
1994,STATE,45,2,1000000
1994,STATE,46,2,26000000
1994,STATE,47,2,306000
1994,STATE,48,2,7622000
1994,STATE,49,2,2537000
1994,STATE,50,2,385000
1994,STATE,51,2,572000
1994,STATE,53,2,3720000
1994,STATE,54,2,880000
1994,STATE,55,2,5325000
1994,STATE,56,2,3174000
1993,STATE,1,2,855000
1993,STATE,4,2,4235000
1993,STATE,5,2,3650000
1993,STATE,6,2,45000000
1993,STATE,8,2,3869000
1993,STATE,12,2,22600000
1993,STATE,13,2,4480000
1993,STATE,15,2,1593000
1993,STATE,16,2,9443000
1993,STATE,17,2,720000
1993,STATE,18,2,792000
1993,STATE,19,2,2744000
1993,STATE,20,2,1311000
1993,STATE,21,2,240000
1993,STATE,22,2,4042000
1993,STATE,23,2,650000
1993,STATE,24,2,189000
1993,STATE,26,2,6930000
1993,STATE,27,2,14400000
1993,STATE,28,2,1037000
1993,STATE,29,2,1752000
1993,STATE,30,2,9310000
1993,STATE,31,2,5810000
1993,STATE,32,2,728000
1993,STATE,34,2,308000
1993,STATE,35,2,1152000
1993,STATE,36,2,4030000
1993,STATE,37,2,795000
1993,STATE,38,2,19800000
1993,STATE,39,2,1980000
1993,STATE,40,2,402000
1993,STATE,41,2,3551000
1993,STATE,,2,360000
1993,STATE,42,2,1120000
1993,STATE,45,2,990000
1993,STATE,46,2,24010000
1993,STATE,47,2,408000
1993,STATE,48,2,8610000
1993,STATE,49,2,2226000
1993,STATE,50,2,492000
1993,STATE,51,2,540000
1993,STATE,53,2,2700000
1993,STATE,54,2,740000
1993,STATE,55,2,8200000
1993,STATE,56,2,1870000
1992,STATE,1,2,1025000
1992,STATE,4,2,3780000
1992,STATE,5,2,2925000
1992,STATE,6,2,32830000
1992,STATE,8,2,3848000
1992,STATE,12,2,22880000
1992,STATE,13,2,4675000
1992,STATE,15,2,1242000
1992,STATE,16,2,6885000
1992,STATE,17,2,848000
1992,STATE,18,2,465000
1992,STATE,19,2,4030000
1992,STATE,20,2,1624000
1992,STATE,21,2,120000
1992,STATE,22,2,4815000
1992,STATE,23,2,330000
1992,STATE,24,2,138000
1992,STATE,26,2,6460000
1992,STATE,27,2,17100000
1992,STATE,28,2,1625000
1992,STATE,29,2,1825000
1992,STATE,30,2,9570000
1992,STATE,31,2,7200000
1992,STATE,32,2,975000
1992,STATE,34,2,176000
1992,STATE,35,2,1224000
1992,STATE,36,2,4620000
1992,STATE,37,2,675000
1992,STATE,38,2,21840000
1992,STATE,39,2,1254000
1992,STATE,40,2,468000
1992,STATE,41,2,2548000
1992,STATE,,2,234000
1992,STATE,42,2,1230000
1992,STATE,45,2,759000
1992,STATE,46,2,20400000
1992,STATE,47,2,301000
1992,STATE,48,2,10625000
1992,STATE,49,2,2632000
1992,STATE,50,2,378000
1992,STATE,51,2,494000
1992,STATE,53,2,3520000
1992,STATE,54,2,1265000
1992,STATE,55,2,6930000
1992,STATE,56,2,2870000
1991,STATE,1,2,552000
1991,STATE,4,2,3750000
1991,STATE,5,2,3713000
1991,STATE,6,2,34650000
1991,STATE,8,2,3950000
1991,STATE,12,2,18675000
1991,STATE,13,2,4284000
1991,STATE,15,2,1310000
1991,STATE,16,2,6440000
1991,STATE,17,2,1092000
1991,STATE,18,2,1050000
1991,STATE,19,2,4130000
1991,STATE,20,2,1820000
1991,STATE,21,2,175000
1991,STATE,22,2,2800000
1991,STATE,23,2,546000
1991,STATE,24,2,175000
1991,STATE,26,2,7665000
1991,STATE,27,2,16380000
1991,STATE,28,2,1008000
1991,STATE,29,2,1820000
1991,STATE,30,2,7912000
1991,STATE,31,2,7236000
1991,STATE,32,2,810000
1991,STATE,34,2,341000
1991,STATE,35,2,1540000
1991,STATE,36,2,4774000
1991,STATE,37,2,1044000
1991,STATE,38,2,22145000
1991,STATE,39,2,2928000
1991,STATE,40,2,630000
1991,STATE,41,2,2576000
1991,STATE,,2,252000
1991,STATE,42,2,1800000
1991,STATE,45,2,671000
1991,STATE,46,2,22725000
1991,STATE,47,2,532000
1991,STATE,48,2,10920000
1991,STATE,49,2,1530000
1991,STATE,50,2,450000
1991,STATE,51,2,528000
1991,STATE,53,2,3570000
1991,STATE,54,2,624000
1991,STATE,55,2,7370000
1991,STATE,56,2,2132000
1990,STATE,1,2,1102000
1990,STATE,4,2,3216000
1990,STATE,5,2,3528000
1990,STATE,6,2,20160000
1990,STATE,8,2,3520000
1990,STATE,9,2,104000
1990,STATE,10,2,11000
1990,STATE,12,2,20900000
1990,STATE,13,2,5550000
1990,STATE,15,2,1570000
1990,STATE,16,2,5600000
1990,STATE,17,2,920000
1990,STATE,18,2,1034000
1990,STATE,19,2,3780000
1990,STATE,20,2,2412000
1990,STATE,21,2,352000
1990,STATE,22,2,3382000
1990,STATE,23,2,480000
1990,STATE,24,2,133000
1990,STATE,25,2,195000
1990,STATE,26,2,8000000
1990,STATE,27,2,12580000
1990,STATE,28,2,1488000
1990,STATE,29,2,1890000
1990,STATE,30,2,7938000
1990,STATE,31,2,6608000
1990,STATE,32,2,986000
1990,STATE,33,2,54000
1990,STATE,34,2,315000
1990,STATE,35,2,2059000
1990,STATE,36,2,4374000
1990,STATE,37,2,1000000
1990,STATE,38,2,18040000
1990,STATE,39,2,2142000
1990,STATE,40,2,450000
1990,STATE,41,2,2562000
1990,STATE,42,2,1148000
1990,STATE,44,2,31000
1990,STATE,45,2,492000
1990,STATE,46,2,19845000
1990,STATE,47,2,627000
1990,STATE,48,2,9380000
1990,STATE,49,2,1739000
1990,STATE,50,2,390000
1990,STATE,51,2,544000
1990,STATE,53,2,4400000
1990,STATE,54,2,900000
1990,STATE,55,2,8400000
1990,STATE,56,2,2280000
1989,STATE,1,2,820000
1989,STATE,4,2,3510000
1989,STATE,5,2,2074000
1989,STATE,6,2,21080000
1989,STATE,8,2,3300000
1989,STATE,9,2,80000
1989,STATE,10,2,10000
1989,STATE,12,2,15000000
1989,STATE,13,2,3132000
1989,STATE,15,2,1215000
1989,STATE,16,2,7560000
1989,STATE,17,2,1102000
1989,STATE,18,2,980000
1989,STATE,19,2,6030000
1989,STATE,20,2,1702000
1989,STATE,21,2,348000
1989,STATE,22,2,2975000
1989,STATE,23,2,408000
1989,STATE,24,2,144000
1989,STATE,25,2,184000
1989,STATE,26,2,7140000
1989,STATE,27,2,15180000
1989,STATE,28,2,792000
1989,STATE,29,2,2046000
1989,STATE,30,2,6300000
1989,STATE,31,2,7378000
1989,STATE,32,2,810000
1989,STATE,33,2,35000
1989,STATE,34,2,575000
1989,STATE,35,2,1150000
1989,STATE,36,2,5546000
1989,STATE,37,2,950000
1989,STATE,38,2,17360000
1989,STATE,39,2,1060000
1989,STATE,40,2,585000
1989,STATE,41,2,2457000
1989,STATE,42,2,1599000
1989,STATE,44,2,39000
1989,STATE,45,2,285000
1989,STATE,46,2,11515000
1989,STATE,47,2,625000
1989,STATE,48,2,7840000
1989,STATE,49,2,2068000
1989,STATE,50,2,366000
1989,STATE,51,2,460000
1989,STATE,53,2,3220000
1989,STATE,54,2,1408000
1989,STATE,55,2,7992000
1989,STATE,56,2,1927000
1988,STATE,1,2,1764000
1988,STATE,4,2,3920000
1988,STATE,5,2,2278000
1988,STATE,6,2,24000000
1988,STATE,8,2,3984000
1988,STATE,9,2,92000
1988,STATE,10,2,26000
1988,STATE,12,2,25200000
1988,STATE,13,2,4715000
1988,STATE,15,2,1611000
1988,STATE,16,2,6731000
1988,STATE,17,2,1932000
1988,STATE,18,2,1885000
1988,STATE,19,2,6321000
1988,STATE,20,2,2898000
1988,STATE,21,2,480000
1988,STATE,22,2,3420000
1988,STATE,23,2,364000
1988,STATE,24,2,175000
1988,STATE,25,2,270000
1988,STATE,26,2,6935000
1988,STATE,27,2,20640000
1988,STATE,28,2,1386000
1988,STATE,29,2,2400000
1988,STATE,30,2,5040000
1988,STATE,31,2,10848000
1988,STATE,32,2,270000
1988,STATE,33,2,34000
1988,STATE,34,2,930000
1988,STATE,35,2,1197000
1988,STATE,36,2,5546000
1988,STATE,37,2,966000
1988,STATE,38,2,16500000
1988,STATE,39,2,2400000
1988,STATE,40,2,550000
1988,STATE,41,2,3120000
1988,STATE,42,2,2070000
1988,STATE,44,2,39000
1988,STATE,45,2,560000
1988,STATE,46,2,18130000
1988,STATE,47,2,1400000
1988,STATE,48,2,9424000
1988,STATE,49,2,1476000
1988,STATE,50,2,357000
1988,STATE,51,2,1400000
1988,STATE,53,2,3055000
1988,STATE,54,2,1050000
1988,STATE,55,2,10098000
1988,STATE,56,2,2769000
1987,STATE,1,2,1610000
1987,STATE,4,2,3760000
1987,STATE,5,2,2001000
1987,STATE,6,2,17820000
1987,STATE,8,2,3212000
1987,STATE,9,2,68000
1987,STATE,10,2,29000
1987,STATE,12,2,18960000
1987,STATE,13,2,4560000
1987,STATE,15,2,1710000
1987,STATE,16,2,7200000
1987,STATE,17,2,2100000
1987,STATE,18,2,1450000
1987,STATE,19,2,4532000
1987,STATE,20,2,2346000
1987,STATE,21,2,350000
1987,STATE,22,2,2625000
1987,STATE,23,2,414000
1987,STATE,24,2,245000
1987,STATE,25,2,165000
1987,STATE,26,2,6324000
1987,STATE,27,2,17280000
1987,STATE,28,2,1140000
1987,STATE,29,2,1950000
1987,STATE,30,2,9690000
1987,STATE,31,2,9900000
1987,STATE,32,2,330000
1987,STATE,33,2,32000
1987,STATE,34,2,850000
1987,STATE,35,2,950000
1987,STATE,36,2,3960000
1987,STATE,37,2,960000
1987,STATE,38,2,33000000
1987,STATE,39,2,2750000
1987,STATE,40,2,700000
1987,STATE,41,2,2310000
1987,STATE,42,2,1872000
1987,STATE,44,2,32000
1987,STATE,45,2,510000
1987,STATE,46,2,34840000
1987,STATE,47,2,1925000
1987,STATE,48,2,8880000
1987,STATE,49,2,1680000
1987,STATE,50,2,322000
1987,STATE,51,2,1200000
1987,STATE,53,2,4125000
1987,STATE,54,2,861000
1987,STATE,55,2,8924000
1987,STATE,56,2,2886000
